Mánuður,Vísitala,Launþegahópur,Eining,gildi
2021M10,Vísitala grunnlauna,Alls,"Ársbreyting, %",7.1
2021M10,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,117.6
2021M10,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.4
2021M10,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",5.9
2021M10,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,121.9
2021M10,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.1
2021M10,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",10.1
2021M10,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,120
2021M10,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.2
2021M10,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",9.8
2021M10,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,124.1
2021M10,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.1
2021M10,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",10.5
2021M11,Launavísitala,Alls,Vísitölugildi,120.2
2021M11,Launavísitala,Alls,"Mánaðarbreyting, %",0.3
2021M11,Launavísitala,Alls,"Ársbreyting, %",7.5
2021M11,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,118.8
2021M11,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.2
2021M11,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",6.5
2021M11,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,123.5
2021M11,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.4
2021M11,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",10
2021M11,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,120.8
2021M11,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.5
2021M11,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",9.3
2021M11,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,126.6
2021M11,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.3
2021M11,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",10.7
2021M11,Vísitala grunnlauna,Alls,Vísitölugildi,119.1
2021M11,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",0.2
2021M11,Vísitala grunnlauna,Alls,"Ársbreyting, %",7
2021M11,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,117.8
2021M11,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.2
2021M11,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",5.9
2021M11,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,122
2021M11,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.1
2021M11,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",9.7
2021M11,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,120.2
2021M11,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.2
2021M11,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",9.8
2021M11,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,124.2
2021M11,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.1
2021M11,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",9.5
2021M12,Launavísitala,Alls,Vísitölugildi,120.2
2021M12,Launavísitala,Alls,"Mánaðarbreyting, %",0
2021M12,Launavísitala,Alls,"Ársbreyting, %",7.3
2021M12,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,119
2021M12,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.1
2021M12,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",6.4
2021M12,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,123.4
2021M12,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0
2021M12,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",9.6
2021M12,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,120.7
2021M12,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",-0.1
2021M12,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",9.1
2021M12,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,126.7
2021M12,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.1
2021M12,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",10.2
2021M12,Vísitala grunnlauna,Alls,Vísitölugildi,119.2
2021M12,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",0.1
2021M12,Vísitala grunnlauna,Alls,"Ársbreyting, %",6.9
2021M12,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,118
2021M12,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.2
2021M12,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",5.9
2021M12,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,122.1
2021M12,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.1
2021M12,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",9.2
2021M12,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,120.3
2021M12,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.1
2021M12,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",9.2
2021M12,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,124.3
2021M12,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.1
2021M12,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",9.2
2022M01,Launavísitala,Alls,Vísitölugildi,124.6
2022M01,Launavísitala,Alls,"Mánaðarbreyting, %",3.7
2022M01,Launavísitala,Alls,"Ársbreyting, %",7.3
2022M01,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,122.9
2022M01,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",3.3
2022M01,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",6.9
2022M01,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,128.4
2022M01,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",4.1
2022M01,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",8
2022M01,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,126
2022M01,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",4.5
2022M01,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",8.2
2022M01,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,131.2
2022M01,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",3.6
2022M01,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",7.7
2022M01,Vísitala grunnlauna,Alls,Vísitölugildi,123.3
2022M01,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",3.4
2022M01,Vísitala grunnlauna,Alls,"Ársbreyting, %",6.5
2022M01,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,121.9
2022M01,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",3.3
2022M01,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",6.4
2022M01,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,126.5
2022M01,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",3.6
2022M01,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",6.9
2022M01,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,124.7
2022M01,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",3.7
2022M01,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",7.7
2022M01,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,128.5
2022M01,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",3.4
2022M01,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",6
2022M02,Launavísitala,Alls,Vísitölugildi,124.9
2022M02,Launavísitala,Alls,"Mánaðarbreyting, %",0.3
2022M02,Launavísitala,Alls,"Ársbreyting, %",7.3
2022M02,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,123.6
2022M02,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.5
2022M02,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",7.1
2022M02,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,128.3
2022M02,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",-0.1
2022M02,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",7.2
2022M02,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,125.6
2022M02,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",-0.3
2022M02,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",7.3
2022M02,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,131.5
2022M02,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.2
2022M02,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",7.1
2022M02,Vísitala grunnlauna,Alls,Vísitölugildi,123.7
2022M02,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",0.3
2022M02,Vísitala grunnlauna,Alls,"Ársbreyting, %",6.6
2022M02,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,122.4
2022M02,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.4
2022M02,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",6.5
2022M02,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,126.7
2022M02,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.2
2022M02,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",6.9
2022M02,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,124.9
2022M02,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.1
2022M02,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",7.6
2022M02,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,128.8
2022M02,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.3
2022M02,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",6.1
2022M03,Launavísitala,Alls,Vísitölugildi,125.2
2022M03,Launavísitala,Alls,"Mánaðarbreyting, %",0.2
2022M03,Launavísitala,Alls,"Ársbreyting, %",7.1
2022M03,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,124
2022M03,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.3
2022M03,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",7.1
2022M03,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,128.2
2022M03,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",-0.1
2022M03,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",7.3
2022M03,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,124.9
2022M03,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",-0.6
2022M03,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",6.9
2022M03,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,132.2
2022M03,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.5
2022M03,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",7.7
2022M03,Vísitala grunnlauna,Alls,Vísitölugildi,124.1
2022M03,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",0.4
2022M03,Vísitala grunnlauna,Alls,"Ársbreyting, %",6.8
2022M03,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,122.7
2022M03,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.3
2022M03,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",6.6
2022M03,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,127.4
2022M03,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.5
2022M03,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",7.3
2022M03,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,125
2022M03,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.1
2022M03,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",7.5
2022M03,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,130.1
2022M03,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",1
2022M03,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",7.1
2022M04,Launavísitala,Alls,Vísitölugildi,127.2
2022M04,Launavísitala,Alls,"Mánaðarbreyting, %",1.6
2022M04,Launavísitala,Alls,"Ársbreyting, %",8.5
2022M04,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,125.7
2022M04,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",1.4
2022M04,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",8.2
2022M04,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,130.9
2022M04,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",2.1
2022M04,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",9.3
2022M04,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,126.8
2022M04,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",1.5
2022M04,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",8
2022M04,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,135.7
2022M04,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",2.7
2022M04,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",10.6
2022M04,Vísitala grunnlauna,Alls,Vísitölugildi,125.8
2022M04,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",1.4
2022M04,Vísitala grunnlauna,Alls,"Ársbreyting, %",7.9
2022M04,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,124.3
2022M04,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",1.3
2022M04,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",7.5
2022M04,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,129.5
2022M04,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",1.6
2022M04,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",8.8
2022M04,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,126.6
2022M04,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",1.3
2022M04,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",8.5
2022M04,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,132.7
2022M04,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",2
2022M04,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",9.1
2022M05,Launavísitala,Alls,Vísitölugildi,127.7
2022M05,Launavísitala,Alls,"Mánaðarbreyting, %",0.4
2022M05,Launavísitala,Alls,"Ársbreyting, %",8.6
2022M05,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,126.2
2022M05,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.4
2022M05,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",8.3
2022M05,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,131.7
2022M05,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.6
2022M05,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",8.4
2022M05,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,127.8
2022M05,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.8
2022M05,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",7.5
2022M05,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,136.3
2022M05,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.4
2022M05,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",9.4
2022M05,Vísitala grunnlauna,Alls,Vísitölugildi,126.4
2022M05,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",0.4
2022M05,Vísitala grunnlauna,Alls,"Ársbreyting, %",7.6
2022M05,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,124.9
2022M05,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.5
2022M05,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",7.7
2022M05,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,129.9
2022M05,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.3
2022M05,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",7.4
2022M05,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,126.9
2022M05,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.2
2022M05,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",6.7
2022M05,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,133.4
2022M05,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.5
2022M05,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",8.2
2022M06,Launavísitala,Alls,Vísitölugildi,127.7
2022M06,Launavísitala,Alls,"Mánaðarbreyting, %",0
2022M06,Launavísitala,Alls,"Ársbreyting, %",8.1
2022M06,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,126.4
2022M06,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.2
2022M06,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",8.2
2022M06,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,131
2022M06,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",-0.5
2022M06,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",7.5
2022M06,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,127
2022M06,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",-0.7
2022M06,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",6.5
2022M06,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,135.8
2022M06,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",-0.4
2022M06,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",8.5
2022M06,Vísitala grunnlauna,Alls,Vísitölugildi,126.4
2022M06,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",0
2022M06,Vísitala grunnlauna,Alls,"Ársbreyting, %",7.4
2022M06,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,125.1
2022M06,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.2
2022M06,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",7.7
2022M06,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,130
2022M06,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.1
2022M06,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",7.4
2022M06,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,127
2022M06,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.1
2022M06,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",6.7
2022M06,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,133.5
2022M06,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.1
2022M06,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",8.1
2022M07,Launavísitala,Alls,Vísitölugildi,127.6
2022M07,Launavísitala,Alls,"Mánaðarbreyting, %",-0.1
2022M07,Launavísitala,Alls,"Ársbreyting, %",8.1
2022M07,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,126.6
2022M07,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.1
2022M07,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",8.3
2022M07,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,130.1
2022M07,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",-0.7
