Mánuður,Vísitala,Launþegahópur,Eining,gildi
2024M03,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,153.6
2024M03,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",-0.4
2024M03,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",10.2
2024M03,Vísitala grunnlauna,Alls,Vísitölugildi,146.5
2024M03,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",2.6
2024M03,Vísitala grunnlauna,Alls,"Ársbreyting, %",8.1
2024M03,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,146.3
2024M03,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",3.3
2024M03,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",7
2024M03,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,145.9
2024M03,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.1
2024M03,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",9.8
2024M03,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,142.2
2024M03,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.2
2024M03,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",9.7
2024M03,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,150.2
2024M03,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.1
2024M03,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",9.8
2024M04,Launavísitala,Alls,Vísitölugildi,149.1
2024M04,Launavísitala,Alls,"Mánaðarbreyting, %",0.5
2024M04,Launavísitala,Alls,"Ársbreyting, %",7.1
2024M04,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,149
2024M04,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.5
2024M04,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",7.2
2024M04,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,148.9
2024M04,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.9
2024M04,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",6.3
2024M04,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,143.9
2024M04,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",1.1
2024M04,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",4.4
2024M04,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,154.7
2024M04,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.7
2024M04,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",8.3
2024M04,Vísitala grunnlauna,Alls,Vísitölugildi,146.6
2024M04,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",0.1
2024M04,Vísitala grunnlauna,Alls,"Ársbreyting, %",6.9
2024M04,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,146.9
2024M04,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.4
2024M04,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",7.1
2024M04,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,146.1
2024M04,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.1
2024M04,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",6
2024M04,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,142.4
2024M04,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.1
2024M04,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",4.2
2024M04,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,150.3
2024M04,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.1
2024M04,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",8
2024M05,Launavísitala,Alls,Vísitölugildi,149.4
2024M05,Launavísitala,Alls,"Mánaðarbreyting, %",0.2
2024M05,Launavísitala,Alls,"Ársbreyting, %",6.7
2024M05,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,149.7
2024M05,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.4
2024M05,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",7.3
2024M05,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,148.2
2024M05,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",-0.5
2024M05,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",4.8
2024M05,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,143.1
2024M05,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",-0.6
2024M05,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",3.4
2024M05,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,154.2
2024M05,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",-0.3
2024M05,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",6.5
2024M05,Vísitala grunnlauna,Alls,Vísitölugildi,147.1
2024M05,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",0.3
2024M05,Vísitala grunnlauna,Alls,"Ársbreyting, %",6.5
2024M05,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,147.5
2024M05,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.4
2024M05,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",7.1
2024M05,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,146.2
2024M05,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.1
2024M05,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",4.8
2024M05,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,142.6
2024M05,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.1
2024M05,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",3.3
2024M05,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,150.4
2024M05,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.1
2024M05,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",6.5
2024M06,Launavísitala,Alls,Vísitölugildi,150.1
2024M06,Launavísitala,Alls,"Mánaðarbreyting, %",0.5
2024M06,Launavísitala,Alls,"Ársbreyting, %",6
2024M06,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,150.2
2024M06,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.4
2024M06,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",6.9
2024M06,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,149.2
2024M06,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.6
2024M06,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",3.4
2024M06,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,144.4
2024M06,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.9
2024M06,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",3.3
2024M06,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,154.7
2024M06,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.3
2024M06,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",3.6
2024M06,Vísitala grunnlauna,Alls,Vísitölugildi,148.2
2024M06,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",0.7
2024M06,Vísitala grunnlauna,Alls,"Ársbreyting, %",6.1
2024M06,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,148.5
2024M06,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.7
2024M06,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",7.1
2024M06,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,147.3
2024M06,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.7
2024M06,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",3.4
2024M06,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,143.9
2024M06,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.9
2024M06,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",3.1
2024M06,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,151.2
2024M06,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.5
2024M06,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",3.8
2024M07,Launavísitala,Alls,Vísitölugildi,150.5
2024M07,Launavísitala,Alls,"Mánaðarbreyting, %",0.2
2024M07,Launavísitala,Alls,"Ársbreyting, %",6.5
2024M07,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,150.5
2024M07,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.2
2024M07,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",7.1
2024M07,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,149.9
2024M07,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.5
2024M07,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",4.6
2024M07,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,144.3
2024M07,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",-0.1
2024M07,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",4
2024M07,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,156.4
2024M07,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",1.1
2024M07,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",5.1
2024M07,Vísitala grunnlauna,Alls,Vísitölugildi,148.9
2024M07,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",0.5
2024M07,Vísitala grunnlauna,Alls,"Ársbreyting, %",6.3
2024M07,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,148.9
2024M07,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.3
2024M07,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",7.1
2024M07,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,149.1
2024M07,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",1.2
2024M07,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",4.1
2024M07,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,145.2
2024M07,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.9
2024M07,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",3.7
2024M07,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,153.6
2024M07,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",1.5
2024M07,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",4.6
2024M08,Launavísitala,Alls,Vísitölugildi,150.6
2024M08,Launavísitala,Alls,"Mánaðarbreyting, %",0.1
2024M08,Launavísitala,Alls,"Ársbreyting, %",6.3
2024M08,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,150.7
2024M08,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.1
2024M08,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",6.9
2024M08,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,149.8
2024M08,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",-0.1
2024M08,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",4.6
2024M08,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,144.2
2024M08,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",-0.1
2024M08,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",4
2024M08,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,156.3
2024M08,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",-0.1
2024M08,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",5.2
2024M08,Vísitala grunnlauna,Alls,Vísitölugildi,149.1
2024M08,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",0.2
2024M08,Vísitala grunnlauna,Alls,"Ársbreyting, %",6.3
2024M08,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,149.1
2024M08,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.1
2024M08,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",7.1
2024M08,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,149.4
2024M08,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.2
2024M08,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",4.3
2024M08,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,145.3
2024M08,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.1
2024M08,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",3.7
2024M08,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,154.1
2024M08,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.3
2024M08,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",4.9
2024M09,Launavísitala,Alls,Vísitölugildi,151.6
2024M09,Launavísitala,Alls,"Mánaðarbreyting, %",0.7
2024M09,Launavísitala,Alls,"Ársbreyting, %",6.1
2024M09,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,151.4
2024M09,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.5
2024M09,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",6.6
2024M09,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,151.9
2024M09,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",1.4
2024M09,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",4.6
2024M09,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,146.4
2024M09,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",1.5
2024M09,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",4.2
2024M09,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,158.3
2024M09,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",1.3
2024M09,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",5
2024M09,Vísitala grunnlauna,Alls,Vísitölugildi,149.6
2024M09,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",0.3
2024M09,Vísitala grunnlauna,Alls,"Ársbreyting, %",6.3
2024M09,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,149.5
2024M09,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.3
2024M09,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",6.9
2024M09,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,150
2024M09,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.4
2024M09,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",4.5
2024M09,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,146.1
2024M09,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.5
2024M09,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",4
2024M09,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,154.6
2024M09,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.3
2024M09,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",5
2024M10,Launavísitala,Alls,Vísitölugildi,152.1
2024M10,Launavísitala,Alls,"Mánaðarbreyting, %",0.3
2024M10,Launavísitala,Alls,"Ársbreyting, %",6
2024M10,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,151.8
2024M10,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.3
2024M10,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",6.6
2024M10,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,152.6
2024M10,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.4
2024M10,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",4.4
2024M10,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,146.9
2024M10,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.3
2024M10,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",4.1
2024M10,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,159.2
2024M10,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.6
2024M10,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",4.7
2024M10,Vísitala grunnlauna,Alls,Vísitölugildi,150
2024M10,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",0.2
2024M10,Vísitala grunnlauna,Alls,"Ársbreyting, %",6.2
2024M10,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,149.9
2024M10,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.3
2024M10,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",6.9
2024M10,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,150.4
2024M10,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.3
2024M10,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",4.3
2024M10,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,146.3
2024M10,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.2
2024M10,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",4.1
2024M10,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,155.2
2024M10,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.3
2024M10,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",4.6
2024M11,Launavísitala,Alls,Vísitölugildi,152.6
2024M11,Launavísitala,Alls,"Mánaðarbreyting, %",0.3
2024M11,Launavísitala,Alls,"Ársbreyting, %",6.1
2024M11,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,152.1
2024M11,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.2
2024M11,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",6.5
2024M11,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,153.7
2024M11,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.7
2024M11,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",4.8
2024M11,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,147.7
2024M11,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.6
2024M11,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",4.3
2024M11,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,160.6
2024M11,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.9
2024M11,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",5.2
2024M11,Vísitala grunnlauna,Alls,Vísitölugildi,150.4
2024M11,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",0.3
2024M11,Vísitala grunnlauna,Alls,"Ársbreyting, %",6.3
2024M11,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,150.2
2024M11,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.2
2024M11,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",6.9
2024M11,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,151
2024M11,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.3
2024M11,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",4.6
2024M11,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,146.8
2024M11,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.3
2024M11,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",4.2
2024M11,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,155.8
2024M11,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.4
2024M11,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",4.9
2024M12,Launavísitala,Alls,Vísitölugildi,153.2
2024M12,Launavísitala,Alls,"Mánaðarbreyting, %",0.4
2024M12,Launavísitala,Alls,"Ársbreyting, %",6.4
2024M12,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,152.3
2024M12,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.1
2024M12,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",6.7
2024M12,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,156.1
2024M12,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",1.6
2024M12,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",6.1
2024M12,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,150.2
2024M12,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",1.7
2024M12,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",5.7
2024M12,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,162.9
2024M12,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",1.4
2024M12,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",6.6
2024M12,Vísitala grunnlauna,Alls,Vísitölugildi,151
2024M12,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",0.4
2024M12,Vísitala grunnlauna,Alls,"Ársbreyting, %",6.5
2024M12,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,150.4
2024M12,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.1
2024M12,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",6.8
2024M12,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,153.1
2024M12,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",1.4
2024M12,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",5.8
2024M12,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,148.9
2024M12,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",1.4
2024M12,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",5.5
2024M12,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,158
2024M12,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",1.4
2024M12,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",6.2
2025M01,Launavísitala,Alls,Vísitölugildi,158
2025M01,Launavísitala,Alls,"Mánaðarbreyting, %",3.1
2025M01,Launavísitala,Alls,"Ársbreyting, %",9.1
2025M01,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,157.9
