heimild,heimild_heiti,skjal,adili_1,adili_2,rakning,samningur_fra,samningur_til,gildir_fra,tegund,prosenta,kronur,a_vid,artal_stada,tilvitnun
ssf,Samtök starfsmanna fjármálafyrirtækja,ssf/Kjarasamningur-SSF-og-SA-2024-2028-1-1.pdf,Samtaka starfsmanna fjármálafyrirtækja,Samtaka atvinnulífsins,aðilar úr skjali,2024-01-01,2028-12-31,2026-01-01,prósenta,3.5,,kauptaxtar,úr texta,"anna 2024 – 2027, sem eru hluti samningsins. Kjaratengdir liðir Kjaratengdir liðir kjarasamningsins hækka sem hér segir, nema um annað hafi verið samið: 1. febrúar 2024: 3,25% 1. janúar 2025: 3,50% 1. janúar 2026: 3,50% 1. janúar 2027: 3,50% Kauptaxtar Í stað áðurgildandi lágmarkstaxta starfsheita koma nýjir sem eru eftirfarandi Gildir fr"
vm,VM - Félag vélstjóra og málmtæknimanna,vm/Heildartexti_VM-og-kaupskip-yfirlesid-af-vm-25.9.2024.pdf,Samtaka atvinnulífsins,VM félags vélstjóra og málmtæknimanna,aðilar úr skjali,2011-06-01,2014-01-31,2026-01-01,prósenta eða krónutala,3.5,23750,launatafla,grunsamlegt,"hækkun að lágmarki , nema annað leiði af launatöflum. Með mánaðarlaunum er átt við föst mánaðarlaun fyrir dagvinnu. 1. febrúar 2024 3,25% eða 23.750 kr. 1. janúar 2025 3,50% eða 23.750 kr. 1. janúar 2026 3,50% eða 23.750 kr. 1. janúar 2027 3,50% eða 23.750 kr. Ef greitt er dagkaup skal við útreikning launahækkunar taka tillit til þess hver"
vm,VM - Félag vélstjóra og málmtæknimanna,vm/Nyr-heildarsamningur-Bjorgun-yfirlesinn-af-SA.pdf,Björgunar ehf,VM Félags vélstjóra og málmtæknimanna,aðilar úr skjali,2024-02-01,2028-12-31,2026-01-01,prósenta eða krónutala,3.5,23750,almenn laun,úr texta,"öflum. Með mánaðarlaunum er átt við föst mánaðarlaun fyrir dagvinnu. Kjaratengdir liðir taka sömu hlutfallshækkun. • 1. febrúar 2024: 3,25% eða 23.750 kr. • 1. janúar 2025: 3,50% eða 23.750 kr. • 1. janúar 2026: 3,50% eða 23.750 kr. • 1. janúar 2027: 3,50% eða 23.750 kr. • 1. janúar 2028: 2,50% Verði samið á almennum vinnumarkaði um launahækkanir umfr"
vm,VM - Félag vélstjóra og málmtæknimanna,vm/Uppfaerdur-heildarsamningur-milli-VM-og-OR-vegna-malmidnadarmanna-2024-loka.pdf,VM félags vélstjóra,málmtæknimanna,aðilar úr skjali,2008-05-01,2010-12-31,2026-01-01,prósenta,3.5,,almenn laun,grunsamlegt,"m eru hluti samningsins. 1.8 Kjaratengdir liðir kjarasamninga Kjaratengdir liðir kjarasamninga hækka sem hér segir, nema um annað hafi verið samið: 1. febrúar 2024: 3,25% 1. janúar 2025: 3,50% 1. janúar 2026: 3,50% 1. janúar 2027: 3,50% 1.9 Hluti fastrar greiðslu fer inn í grunnlaun Fastar persónubundnar greiðslur sem starfsfólk h"
vm,VM - Félag vélstjóra og málmtæknimanna,vm/Uppfaerdur-heildarsamningur-milli-VM-og-OR-vegna-velfraedinga-2024-loka.pdf,VM félags vélstjóra,málmtæknimanna,aðilar úr skjali,2008-05-01,2010-12-31,2026-01-01,prósenta,3.5,,almenn laun,grunsamlegt,"jaratengdir liðir kjarasamninga hækka sem hér segir, nema um annað hafi verið samið: 5 Samningur RSÍ, VM og SA vegna OR dags. 14.6.24, 4. gr. 10 1. febrúar 2024: 3,25% 1. janúar 2025: 3,50% 1. janúar 2026: 3,50% 1. janúar 2027: 3,50% 1.10 Hluti fastrar greiðslu fer inn í grunnlaun Fastar persónubundnar greiðslur sem starfsfólk"
vr,VR,vr/kjarasamningur-fa-2024-fin100.pdf,VR/LÍV,FÉLAGS ATVINNUREKENDA,aðilar úr skjali,2024-02-01,2028-02-01,2026-01-01,prósenta,3.5,,kauptaxtar,úr texta,"1. janúar 2025, 1. janúar 2026 og 1. janúar 2027. Kjaratengdir liðir Kjaratengdir liðir kjarasamninga hækka sem hér segir, nema um annað hafi verið samið: 1. febrúar 2024: 3,25% 1. janúar 2025: 3,50% 1. janúar 2026: 3,50% 1. janúar 2027: 3,50% Kauptaxtaauki Haldi kjarasamningar gildi sínu skal launa- og forsendunefnd í mars 2025, 2026 o"
vr,VR,vr/kjarasamningur-sa-2024-fin101.pdf,MILLI VR,SAMTAKA ATVINNULÍFSINS,aðilar úr skjali,2024-02-01,2028-02-01,2026-01-01,prósenta eða krónutala,3.5,23750,kauptaxtar,úr texta,"nað leiði af launatöflum sem fylgja kjarasamningi þessum. Með mánaðarlaunum er átt við föst mánaðarlaun fyrir dagvinnu. 1. febrúar 2024: 3,25% eða 23.750 kr. 1. janúar 2025: 3,50% eða 23.750 kr. 1. janúar 2026: 3,50% eða 23.750 kr. 1. janúar 2027: 3,50% eða 23.750 kr. Ofangreind hækkun á kauptaxta er reiknuð í útgefnum töxtum í gr. 1.1. og útgefnum"
vr,VR,vr/kjarasamningur-sa-2024-fin101.pdf,MILLI VR,SAMTAKA ATVINNULÍFSINS,aðilar úr skjali,2024-02-01,2028-02-01,2026-01-01,prósenta,3.5,,kauptaxtar,úr texta,"g útgefnum kauptöxtum í fylgiskjali bls. 62-65. Kjaratengdir liðir Kjaratengdir liðir kjarasamninga hækka sem hér segir, nema um annað hafi verið samið: 1. febrúar 2024: 3,25% 1. janúar 2025: 3,50% 1. janúar 2026: 3,50% 1. janúar 2027: 3,50% Kauptaxtaauki Haldi kjarasamningar gildi sínu skal launa- og forsendunefnd í mars 2025, 2026 og 20"
vr,VR,vr/sa-saf-og-leidsogn-samningur-2024-2028-uppfaert-1342026-fix.pdf,MILLI: SAMTAKA ATVINNULÍFSINS,SAMTAKA FERÐAÞJÓNUSTUNNAR,aðilar úr skjali,2024-01-01,2028-12-31,2026-01-01,prósenta eða krónutala,3.5,23750,launatafla,úr texta,"eiði af launatöflum sem fylgja kjarasamningi þessum. Með mánaðarlaunum er átt við föst mánaðarlaun fyrir dagvinnu. 1. febrúar 2024: 3,25% eða 23.750 kr. 1. janúar 2025: 3,50% eða 23.750 kr. 1. janúar 2026: 3,50% eða 23.750 kr. 1. janúar 2027: 3,50% eða 23.750 kr. Kjaratengdir liðir Kjaratengdir liðir kjarasamninga hækka sem hér segir, nema"
vr,VR,vr/sa-saf-og-leidsogn-samningur-2024-2028-uppfaert-1342026-fix.pdf,MILLI: SAMTAKA ATVINNULÍFSINS,SAMTAKA FERÐAÞJÓNUSTUNNAR,aðilar úr skjali,2024-01-01,2028-12-31,2026-01-01,prósenta,3.5,,kauptaxtar,úr texta,"r. 1. janúar 2027: 3,50% eða 23.750 kr. Kjaratengdir liðir Kjaratengdir liðir kjarasamninga hækka sem hér segir, nema um annað hafi verið samið: 1. febrúar 2024: 3,25% 1. janúar 2025: 3,50% 1. janúar 2026: 3,50% 1. janúar 2027: 3,50% Kauptaxtaauki Haldi kjarasamningar gildi sínu skal launa- og forsendunefnd í mars 2025, 2026 og"
afl,AFL Starfsgreinafélag,afl/2025_Kjaras_Alcoa_Fjardaals_AFLs_og_RSI.pdf,"Alcoa Fjarðaáls sf., AFLs Starfsgreinafélags",Rafiðnaðarsambands,aðilar úr skjali,2025-03-01,2029-02-28,2026-03-01,prósenta,4.6,,almenn laun,úr texta,"631 748,624 762,618 776,610 790,602 804,595 Alcoa Fjarðaál sf. 8 Kjarasamningur Gildir frá 1. mars 2025 2.2 Hækkun launa 2.2.1 Laun framleiðslustarfsmanna, iðnaðarmanna og framleiðslutækna. 1. mars 2026 - 4.60% 1. mars 2027 - 4.40% 1. mars 2028 - 4.20% Ef launavísitala hækkar umfram launahækkanir á árunum 2024-2027 hækka laun"
rafis,rafis,rafis/2025-Kjarasamningur-Alcoa-Fjardaals-AFLs-og-RSI-hreint-yfirlestur.pdf,"Alcoa Fjarðaáls sf., AFLs Starfsgreinafélags",Rafiðnaðarsambands,aðilar úr skjali,2025-03-01,2029-02-28,2026-03-01,prósenta,4.6,,almenn laun,úr texta,"631 748,624 762,618 776,610 790,602 804,595 Alcoa Fjarðaál sf. 8 Kjarasamningur Gildir frá 1. mars 2025 2.2 Hækkun launa 2.2.1 Laun framleiðslustarfsmanna, iðnaðarmanna og framleiðslutækna. 1. mars 2026 - 4.60% 1. mars 2027 - 4.40% 1. mars 2028 - 4.20% Ef launavísitala hækkar umfram launahækkanir á árunum 2024-2027 hækka laun"
rafis,rafis,rafis/2025-Kjarasamningur-Alcoa-Fjardaals-AFLs-og-RSI.pdf,"Alcoa Fjarðaáls sf., AFLs Starfsgreinafélags",Rafiðnaðarsambands,aðilar úr skjali,2025-03-01,2029-02-28,2026-03-01,prósenta,4.6,,almenn laun,úr texta,"631 748,624 762,618 776,610 790,602 804,595 Alcoa Fjarðaál sf. 8 Kjarasamningur Gildir frá 1. mars 2025 2.2 Hækkun launa 2.2.1 Laun framleiðslustarfsmanna, iðnaðarmanna og framleiðslutækna. 1. mars 2026 - 4.60% 1. mars 2027 - 4.40% 1. mars 2028 - 4.20% Ef launavísitala hækkar umfram launahækkanir á árunum 2024-2027 hækka laun"
afl,AFL Starfsgreinafélag,afl/helstu-atridi-um-nyjan-kjarasamning-sgs-og-sa.pdf,,,aðeins heimild,,,2026-04-01,prósenta,2.0,,kauptaxtar,úr texta,"greiðslu 1. apríl 2025, 2026 og 2027, komi í ljós að launavísitala hafi hækkað umfram hækkun lægstu kauptaxta. Framleiðniauki tryggir launafólki hlutdeild í framleiðniaukningu. Komi í ljós að framleiðnivöxtur verði umfram 2% á ári á samningstímanum getur komið til greiðslu framleiðniauka 1. apríl 2026 og 2027."
efling,Efling stéttarfélag,efling/Kjarasamningur-Efling-og-Reykjavikurborg_loka.20.6.pdf,aðila ásamt bókunum,fylgiskjöl,aðilar úr skjali,,,2026-04-01,prósenta eða krónutala,3.5,23750,almenn laun,úr texta,"lshækkunum með krónutöluhækkun að lágmarki á samningstímanum. Með mánaðarlaunum er átt við föst mánaðarlaun fyrir dagvinnu. 1.apríl 2024 3,25% eða 23.750 kr. 1.apríl 2025 3,50% eða 23.750 kr. 1.apríl 2026 3,50% eða 23.750 kr. 1.apríl 2027 3,50% eða 23.750 kr. Persónuálag tekur eftirfarandi breytingum á samningstímanum: Frá 1. apríl 2024 –"
efling,Efling stéttarfélag,efling/Kjarasamningur-Efling-og-Reykjavikurborg_loka.20.6.pdf,aðila ásamt bókunum,fylgiskjöl,aðilar úr skjali,,,2026-04-01,prósenta,3.5,,óskilgreint,úr texta,"tekið breytingum, að efni og umfangi. Þrátt fyrir ofangreint eru aðilar sammála um að á samningstímanum taki önnur laun skv. gr. 1.1.3 hækkun um 3,25% þann 1. apríl 2024, 3,5% 1. apríl 2025, 3,5% 1. apríl 2026 og 3,5% 1. apríl 2027. Bókun 5 Starfsmatskerfið SAMSTARF Samningsaðilar eru sammála um það langtímamarkmið að greiða sömu lau"
framsyn,Framsýn stéttarfélag,framsyn/kjarasamningur-sgssis-2024-2028_vefur.pdf,Kjarasamningur Starfsgreinasambands Íslands,Sambands íslenskra sveitarfélaga,aðilar úr skjali,2024-01-01,2028-12-31,2026-04-01,prósenta eða krónutala,3.5,23750,launatafla,úr texta,"2028. Mánaðarlaun hækka sem hér segir á samningstímanum: 1. apríl 2024. 23.750 kr. eða að lágmarki um 3,25% sbr. launatöflu 1. 1. apríl 2025: 23.750 kr. eða að lágmarki um 3,50% sbr. launatöflu 2. 1. apríl 2026: 23.750 kr. eða að lágmarki um 3,50% sbr. launatöflu 3. 1. apríl 2027: 23.750 kr. eða að lágmarki um 3,50% sbr. launatöflu 4. Útgefin launatafla hverju sinni nær yfir alla lau"
hjukrun,Félag íslenskra hjúkrunarfræðinga,hjukrun/Z0WYlq8jQArT1TuY_2024-11-14fíhkálfurLOK.pdf,"aðila , framlengist frá 1. apríl 2024 til 31. mars 2028 með þeim breytingum",fyrirvör,aðilar úr skjali,,,2026-04-01,prósenta,3.5,,óskilgreint,úr texta,"ta tekið breytingum að efni og umfangi. Þrátt fyrir ofangreint eru aðilar sammála um að á samningstímanum taki önnur laun skv. gr. 1.1.1 hækkun um 3,25% þann 1. apríl 2024, 3,5% 1. apríl 2025, 3,5% 1. apríl 2026 og 3,5% 1. apríl 2027. Bókun 9 Sérfræðiráðgjöf á bakvakt Samningsaðilar eru sammála um að auk þeirrar vinnu sem farið verður"
hjukrun,Félag íslenskra hjúkrunarfræðinga,hjukrun/Z1ljF5bqstJ98TMw_Kjarasamningur_SNS_Fíhj_2024-2028_LOK.pdf,SAMBANDS ÍSLENSKRA SVEITARFÉLAGA F.H. ÞEIRRA SVEITARFÉLAGA,ANNARRA AÐILA,aðilar úr skjali,2024-04-01,2025-03-31,2026-04-01,prósenta eða krónutala,3.5,23750,launatafla,úr texta,"28. Mánaðarlaun hækka sem hér segir á samningstímanum: 1. apríl 2024: 23.750 kr. eða að lágmarki um 3,25% sbr. launatöflu 1. 1. apríl 2025: 23.750 kr. eða að lágmarki um 3,50% sbr. launatöflu 2. 1. apríl 2026: 23.750 kr. eða að lágmarki um 3,50% sbr. launatöflu 3. 1. apríl 2027: 23.750 kr. eða að lágmarki um 3,50% sbr. launatöflu 4. Útgefin launatafla hverju sinni nær yfir alla lau"
hjukrun,Félag íslenskra hjúkrunarfræðinga,hjukrun/Z1ljF5bqstJ98TMw_Kjarasamningur_SNS_Fíhj_2024-2028_LOK.pdf,SAMBANDS ÍSLENSKRA SVEITARFÉLAGA F.H. ÞEIRRA SVEITARFÉLAGA,ANNARRA AÐILA,aðilar úr skjali,2024-04-01,2025-03-31,2026-04-01,prósenta,3.5,,óskilgreint,úr texta,"ákvörðun um greiðslu annarra launa byggi á málefnalegum sjónarmiðum og feli ekki í sér kynbundna mismunun. Á samningstímanum hækka önnur laun um 3,25% þann 1. apríl 2024, 3,5% 1. apríl 2025, 3,5% 1. apríl 2026 og 3,5% 1. apríl 2027. Heimildarákvæðinu um önnur laun er t.d ætlað að styðja við framþróun í starfi, umfram starfsmatsröðun."
hjukrun,Félag íslenskra hjúkrunarfræðinga,hjukrun/Z2FUwpbqstJ98l0R_2024-12-05fíh_sfvkálfur_loka.pdf,"aðila , framlengist frá 1. apríl 2024 til 31. mars 2028 með þeim breytingum",fyrirvör,aðilar úr skjali,,,2026-04-01,prósenta,3.5,,óskilgreint,úr texta,"ta tekið breytingum að efni og umfangi. Þrátt fyrir ofangreint eru aðilar sammála um að á samningstímanum taki önnur laun skv. gr. 1.1.1 hækkun um 3,25% þann 1. apríl 2024, 3,5% 1. apríl 2025, 3,5% 1. apríl 2026 og 3,5% 1. apríl 2027. Bókun 9 Sérfræðiráðgjöf á bakvakt Samningsaðilar eru sammála um að auk þeirrar vinnu sem farið verður"
matvis,MATVÍS,matvis/matvis_2024-2028_heildarkjarasamningur_lok.pdf,SAMBANDS ÍSLENSKRA SVEITARFÉLAGA F.H. ÞEIRRA SVEITARFÉLAGA,ANNARRA AÐILA SEM ÞAÐ HEFUR,aðilar úr skjali,2024-01-01,2028-12-31,2026-04-01,prósenta eða krónutala,3.5,23750,launatafla,úr texta,"028. Mánaðarlaun hækka sem hér segir á samningstímanum: 1. apríl 2024: 23.750 kr. eða að lágmarki um 3,25% sbr. launatöflu 1. 1. apríl 2025: 23.750 kr. eða að lágmarki um 3,50% sbr. launatöflu 2. 1. apríl 2026: 23.750 kr. eða að lágmarki um 3,50% sbr. launatöflu 3. 1. apríl 2027: 23.750 kr. eða að lágmarki um 3,50% sbr. launatöflu 4. Útgefin launatafla hverju sinni nær yfir alla lau"
reykjavik,Reykjavíkurborg,reykjavik/heildarkjarasamningur-fih-og-rvk_2024-2028.pdf,Félags íslenskra hjúkrunarfræðinga,Reykjavíkurborgar,aðilar úr skjali,2024-04-01,2028-03-31,2026-04-01,prósenta eða krónutala,3.5,23750,almenn laun,úr texta,"shækkunum með krónutöluhækkun að lágmarki á samningstímanum. Með mánaðarlaunum er átt við föst mánaðarlaun fyrir dagvinnu. 1. apríl 2024: 3,25% eða 23.750 kr. 1. apríl 2025: 3,50% eða 23.750 kr. 1. apríl 2026: 3,50% eða 23.750 kr. 1. apríl 2027: 3,50% eða 23.750 kr. Persónuálag tekur eftirfarandi breytingum á samningstímanum: Frá 1. apríl 2024 –"
reykjavik,Reykjavíkurborg,reykjavik/heildarkjarasamningur-fih-og-rvk_2024-2028.pdf,Félags íslenskra hjúkrunarfræðinga,Reykjavíkurborgar,aðilar úr skjali,2024-04-01,2028-03-31,2026-04-01,prósenta,3.5,,óskilgreint,úr texta,"tekið breytingum, að efni og umfangi. Þrátt fyrir ofangreint eru aðilar sammála um að á samningstímanum taki önnur laun skv. gr. 1.1.3 hækkun um 3,25% þann 1. apríl 2024, 3,5% 1. apríl 2025, 3,5% 1. apríl 2026 og 3,5% 1. apríl 2027. Bókun 5 Viðmið um vinnuskil í vaktavinnu Fulltrúar Reykjavíkurborgar og Félags íslenskra hjúkrunarfræð"
reykjavik,Reykjavíkurborg,reykjavik/kalfur-rvk-og-fin-14.1.2025_loka.pdf,aðila ásamt bókunum,fylgiskjöl,aðilar úr skjali,,,2026-04-01,prósenta eða krónutala,3.5,23750,almenn laun,úr texta,"lshækkunum með krónutöluhækkun að lágmarki á samningstímanum. Með mánaðarlaunum er átt við föst mánaðarlaun fyrir dagvinnu. 1.apríl 2024 3,25% eða 23.750 kr. 1.apríl 2025 3,50% eða 23.750 kr. 1.apríl 2026 3,50% eða 23.750 kr. 1.apríl 2027 3,50% eða 23.750 kr. Persónuálag tekur eftirfarandi breytingum á samningstímanum: Frá 1. apríl 2024 –"
reykjavik,Reykjavíkurborg,reykjavik/kalfur-rvk-og-fin-14.1.2025_loka.pdf,aðila ásamt bókunum,fylgiskjöl,aðilar úr skjali,,,2026-04-01,prósenta,3.5,,óskilgreint,úr texta,"tekið breytingum, að efni og umfangi. Þrátt fyrir ofangreint eru aðilar sammála um að á samningstímanum taki önnur laun skv. gr. 1.1.3 hækkun um 3,25% þann 1. apríl 2024, 3,5% 1. apríl 2025, 3,5% 1. apríl 2026 og 3,5% 1. apríl 2027. Bókun 5 Starfsmatskerfið SAMSTARF Samningsaðilar eru sammála um það langtímamarkmið að greiða sömu lau"
reykjavik,Reykjavíkurborg,reykjavik/kalfur-rvk-rafidn-loka.pdf,aðila ásamt bókunum,fylgiskjöl,aðilar úr skjali,,,2026-04-01,prósenta eða krónutala,3.5,23750,almenn laun,úr texta,"lshækkunum með krónutöluhækkun að lágmarki á samningstímanum. Með mánaðarlaunum er átt við föst mánaðarlaun fyrir dagvinnu. 1.apríl 2024 3,25% eða 23.750 kr. 1.apríl 2025 3,50% eða 23.750 kr. 1.apríl 2026 3,50% eða 23.750 kr. 1.apríl 2027 3,50% eða 23.750 kr. Persónuálag tekur eftirfarandi breytingum á samningstímanum: Frá 1. apríl 2024 –"
reykjavik,Reykjavíkurborg,reykjavik/kalfur-rvk-rafidn-loka.pdf,aðila ásamt bókunum,fylgiskjöl,aðilar úr skjali,,,2026-04-01,prósenta,3.5,,óskilgreint,úr texta,"tekið breytingum, að efni og umfangi. Þrátt fyrir ofangreint eru aðilar sammála um að á samningstímanum taki önnur laun skv. gr. 1.1.3 hækkun um 3,25% þann 1. apríl 2024, 3,5% 1. apríl 2025, 3,5% 1. apríl 2026 og 3,5% 1. apríl 2027. Bókun 5 Starfsmatskerfið SAMSTARF Samningsaðilar eru sammála um það langtímamarkmið að greiða sömu lau"
reykjavik,Reykjavíkurborg,reykjavik/kalfur-rvk-samband-stjornendafelaga_loka.pdf,aðila ásamt bókunum,fylgiskjöl,aðilar úr skjali,,,2026-04-01,prósenta eða krónutala,3.5,23750,almenn laun,úr texta,"lshækkunum með krónutöluhækkun að lágmarki á samningstímanum. Með mánaðarlaunum er átt við föst mánaðarlaun fyrir dagvinnu. 1.apríl 2024 3,25% eða 23.750 kr. 1.apríl 2025 3,50% eða 23.750 kr. 1.apríl 2026 3,50% eða 23.750 kr. 1.apríl 2027 3,50% eða 23.750 kr. Persónuálag tekur eftirfarandi breytingum á samningstímanum: Frá 1. apríl 2024 –"
reykjavik,Reykjavíkurborg,reykjavik/kalfur-rvk-samband-stjornendafelaga_loka.pdf,aðila ásamt bókunum,fylgiskjöl,aðilar úr skjali,,,2026-04-01,prósenta,3.5,,óskilgreint,úr texta,"tekið breytingum, að efni og umfangi. Þrátt fyrir ofangreint eru aðilar sammála um að á samningstímanum taki önnur laun skv. gr. 1.1.3 hækkun um 3,25% þann 1. apríl 2024, 3,5% 1. apríl 2025, 3,5% 1. apríl 2026 og 3,5% 1. apríl 2027. Bókun 5 Starfsmatskerfið SAMSTARF Samningsaðilar eru sammála um það langtímamarkmið að greiða sömu lau"
reykjavik,Reykjavíkurborg,reykjavik/kalfur-rvk-sameyki-loka.pdf,aðila ásamt bókunum,fylgiskjöl,aðilar úr skjali,,,2026-04-01,prósenta eða krónutala,3.5,23750,almenn laun,úr texta,"lshækkunum með krónutöluhækkun að lágmarki á samningstímanum. Með mánaðarlaunum er átt við föst mánaðarlaun fyrir dagvinnu. 1.apríl 2024 3,25% eða 23.750 kr. 1.apríl 2025 3,50% eða 23.750 kr. 1.apríl 2026 3,50% eða 23.750 kr. 1.apríl 2027 3,50% eða 23.750 kr. Persónuálag tekur eftirfarandi breytingum á samningstímanum: Frá 1. apríl 2024 –"
reykjavik,Reykjavíkurborg,reykjavik/kalfur-rvk-sameyki-loka.pdf,aðila ásamt bókunum,fylgiskjöl,aðilar úr skjali,,,2026-04-01,prósenta,3.5,,óskilgreint,úr texta,"tekið breytingum, að efni og umfangi. Þrátt fyrir ofangreint eru aðilar sammála um að á samningstímanum taki önnur laun skv. gr. 1.1.3 hækkun um 3,25% þann 1. apríl 2024, 3,5% 1. apríl 2025, 3,5% 1. apríl 2026 og 3,5% 1. apríl 2027. Bókun 5 Viðmið um vinnuskil í vaktavinnu Fulltrúar Reykjavíkurborgar og BSRB munu leggja áherslu á við"
reykjavik,Reykjavíkurborg,reykjavik/kalfur-rvk-samidn-til-undirritunar.pdf,aðila ásamt bókunum,fylgiskjöl,aðilar úr skjali,,,2026-04-01,prósenta eða krónutala,3.5,23750,almenn laun,úr texta,"lshækkunum með krónutöluhækkun að lágmarki á samningstímanum. Með mánaðarlaunum er átt við föst mánaðarlaun fyrir dagvinnu. 1.apríl 2024 3,25% eða 23.750 kr. 1.apríl 2025 3,50% eða 23.750 kr. 1.apríl 2026 3,50% eða 23.750 kr. 1.apríl 2027 3,50% eða 23.750 kr. Persónuálag tekur eftirfarandi breytingum á samningstímanum: Frá 1. apríl 2024 –"
reykjavik,Reykjavíkurborg,reykjavik/kalfur-rvk-samidn-til-undirritunar.pdf,aðila ásamt bókunum,fylgiskjöl,aðilar úr skjali,,,2026-04-01,prósenta,3.5,,óskilgreint,úr texta,"tekið breytingum, að efni og umfangi. Þrátt fyrir ofangreint eru aðilar sammála um að á samningstímanum taki önnur laun skv. gr. 1.1.3 hækkun um 3,25% þann 1. apríl 2024, 3,5% 1. apríl 2025, 3,5% 1. apríl 2026 og 3,5% 1. apríl 2027. Bókun 5 Starfsmatskerfið SAMSTARF Samningsaðilar eru sammála um það langtímamarkmið að greiða sömu lau"
reykjavik,Reykjavíkurborg,reykjavik/kalfur-st-rvk-loka.pdf,aðila ásamt bókunum,fylgiskjöl,aðilar úr skjali,,,2026-04-01,prósenta eða krónutala,3.5,23750,almenn laun,úr texta,"lshækkunum með krónutöluhækkun að lágmarki á samningstímanum. Með mánaðarlaunum er átt við föst mánaðarlaun fyrir dagvinnu. 1.apríl 2024 3,25% eða 23.750 kr. 1.apríl 2025 3,50% eða 23.750 kr. 1.apríl 2026 3,50% eða 23.750 kr. 1.apríl 2027 3,50% eða 23.750 kr. Persónuálag tekur eftirfarandi breytingum á samningstímanum: Frá 1. apríl 2024 –"
reykjavik,Reykjavíkurborg,reykjavik/kalfur-st-rvk-loka.pdf,aðila ásamt bókunum,fylgiskjöl,aðilar úr skjali,,,2026-04-01,prósenta,3.5,,óskilgreint,úr texta,"tekið breytingum, að efni og umfangi. Þrátt fyrir ofangreint eru aðilar sammála um að á samningstímanum taki önnur laun skv. gr. 1.1.3 hækkun um 3,25% þann 1. apríl 2024, 3,5% 1. apríl 2025, 3,5% 1. apríl 2026 og 3,5% 1. apríl 2027. Bókun 5 Starfsmatskerfið SAMSTARF Samningsaðilar eru sammála um það langtímamarkmið að greiða sömu lau"
reykjavik,Reykjavíkurborg,reykjavik/kalfur_-_rvk_og_fi_10.1.2025_loka.pdf,aðila ásamt bókunum,fylgiskjöl,aðilar úr skjali,,,2026-04-01,prósenta eða krónutala,3.5,23750,almenn laun,úr texta,"lshækkunum með krónutöluhækkun að lágmarki á samningstímanum. Með mánaðarlaunum er átt við föst mánaðarlaun fyrir dagvinnu. 1.apríl 2024 3,25% eða 23.750 kr. 1.apríl 2025 3,50% eða 23.750 kr. 1.apríl 2026 3,50% eða 23.750 kr. 1.apríl 2027 3,50% eða 23.750 kr. Persónuálag tekur eftirfarandi breytingum á samningstímanum: Frá 1. apríl 2024 –"
reykjavik,Reykjavíkurborg,reykjavik/kalfur_-_rvk_og_fi_10.1.2025_loka.pdf,aðila ásamt bókunum,fylgiskjöl,aðilar úr skjali,,,2026-04-01,prósenta,3.5,,óskilgreint,úr texta,"tekið breytingum, að efni og umfangi. Þrátt fyrir ofangreint eru aðilar sammála um að á samningstímanum taki önnur laun skv. gr. 1.1.3 hækkun um 3,25% þann 1. apríl 2024, 3,5% 1. apríl 2025, 3,5% 1. apríl 2026 og 3,5% 1. apríl 2027. Bókun 5 Starfsmatskerfið SAMSTARF Samningsaðilar eru sammála um það langtímamarkmið að greiða sömu lau"
reykjavik,Reykjavíkurborg,reykjavik/kalfur_-_rvk_og_ii_10.1.2025_loka.pdf,aðila ásamt bókunum,fylgiskjöl,aðilar úr skjali,,,2026-04-01,prósenta eða krónutala,3.5,23750,almenn laun,úr texta,"lshækkunum með krónutöluhækkun að lágmarki á samningstímanum. Með mánaðarlaunum er átt við föst mánaðarlaun fyrir dagvinnu. 1.apríl 2024 3,25% eða 23.750 kr. 1.apríl 2025 3,50% eða 23.750 kr. 1.apríl 2026 3,50% eða 23.750 kr. 1.apríl 2027 3,50% eða 23.750 kr. Persónuálag tekur eftirfarandi breytingum á samningstímanum: Frá 1. apríl 2024 –"
reykjavik,Reykjavíkurborg,reykjavik/kalfur_-_rvk_og_ii_10.1.2025_loka.pdf,aðila ásamt bókunum,fylgiskjöl,aðilar úr skjali,,,2026-04-01,prósenta,3.5,,óskilgreint,úr texta,"tekið breytingum, að efni og umfangi. Þrátt fyrir ofangreint eru aðilar sammála um að á samningstímanum taki önnur laun skv. gr. 1.1.3 hækkun um 3,25% þann 1. apríl 2024, 3,5% 1. apríl 2025, 3,5% 1. apríl 2026 og 3,5% 1. apríl 2027. Bókun 5 Starfsmatskerfið SAMSTARF Samningsaðilar eru sammála um það langtímamarkmið að greiða sömu lau"
reykjavik,Reykjavíkurborg,reykjavik/kalfur_-_rvk_og_si_10.1.2025_loka.pdf,aðila ásamt bókunum,fylgiskjöl,aðilar úr skjali,,,2026-04-01,prósenta eða krónutala,3.5,23750,almenn laun,úr texta,"lshækkunum með krónutöluhækkun að lágmarki á samningstímanum. Með mánaðarlaunum er átt við föst mánaðarlaun fyrir dagvinnu. 1.apríl 2024 3,25% eða 23.750 kr. 1.apríl 2025 3,50% eða 23.750 kr. 1.apríl 2026 3,50% eða 23.750 kr. 1.apríl 2027 3,50% eða 23.750 kr. Persónuálag tekur eftirfarandi breytingum á samningstímanum: Frá 1. apríl 2024 –"
