Ár,Ársfjórðungur,Launþegahópur,Breyting,gildi
2019,3. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrri ársfjórðungi, %",0.8
2019,3. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrra ári, %",5.1
2019,3. ársfjórðungur,Opinberir starfsmenn - alls,Vísitala,255.7
2019,3. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrri ársfjórðungi, %",0
2019,3. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrra ári, %",2.2
2019,3. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,Vísitala,251.9
2019,3. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrri ársfjórðungi, %",0
2019,3. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrra ári, %",1.7
2019,3. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitala,259.9
2019,3. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrri ársfjórðungi, %",0.1
2019,3. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrra ári, %",2.6
2019,4. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,Vísitala,268.5
2019,4. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrri ársfjórðungi, %",0.7
2019,4. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrra ári, %",4.9
2019,4. ársfjórðungur,Opinberir starfsmenn - alls,Vísitala,259.3
2019,4. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrri ársfjórðungi, %",1.4
2019,4. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrra ári, %",2.4
2019,4. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,Vísitala,255.3
2019,4. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrri ársfjórðungi, %",1.3
2019,4. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrra ári, %",2.1
2019,4. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitala,263.7
2019,4. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrri ársfjórðungi, %",1.5
2019,4. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrra ári, %",2.7
2019,Meðaltal ársins,Starfsmenn á almennum vinnumarkaði,Vísitala,264.2
2019,Meðaltal ársins,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrra ári, %",5.3
2019,Meðaltal ársins,Opinberir starfsmenn - alls,Vísitala,256.2
2019,Meðaltal ársins,Opinberir starfsmenn - alls,"Breyting frá fyrra ári, %",3.8
2019,Meðaltal ársins,Opinberir starfsmenn - ríkisstarfsmenn,Vísitala,252.6
2019,Meðaltal ársins,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrra ári, %",3.5
2019,Meðaltal ársins,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitala,260.1
2019,Meðaltal ársins,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrra ári, %",4.1
2020,1. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,Vísitala,271.9
2020,1. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrri ársfjórðungi, %",1.3
2020,1. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrra ári, %",5.6
2020,1. ársfjórðungur,Opinberir starfsmenn - alls,Vísitala,261.5
2020,1. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrri ársfjórðungi, %",0.8
2020,1. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrra ári, %",2.9
2020,1. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,Vísitala,257.3
2020,1. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrri ársfjórðungi, %",0.8
2020,1. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrra ári, %",2.4
2020,1. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitala,266.1
2020,1. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrri ársfjórðungi, %",0.9
2020,1. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrra ári, %",3.5
2020,2. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,Vísitala,281.6
2020,2. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrri ársfjórðungi, %",3.6
2020,2. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrra ári, %",6.5
2020,2. ársfjórðungur,Opinberir starfsmenn - alls,Vísitala,274.1
2020,2. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrri ársfjórðungi, %",4.8
2020,2. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrra ári, %",7.2
2020,2. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,Vísitala,268.6
2020,2. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrri ársfjórðungi, %",4.4
2020,2. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrra ári, %",6.6
2020,2. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitala,280.1
2020,2. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrri ársfjórðungi, %",5.3
2020,2. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrra ári, %",7.9
2020,3. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,Vísitala,282.6
2020,3. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrri ársfjórðungi, %",0.4
2020,3. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrra ári, %",6
2020,3. ársfjórðungur,Opinberir starfsmenn - alls,Vísitala,276.3
2020,3. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrri ársfjórðungi, %",0.8
2020,3. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrra ári, %",8.1
2020,3. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,Vísitala,270.6
2020,3. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrri ársfjórðungi, %",0.7
2020,3. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrra ári, %",7.4
2020,3. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitala,282.8
2020,3. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrri ársfjórðungi, %",1
2020,3. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrra ári, %",8.8
2020,4. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,Vísitala,285.6
2020,4. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrri ársfjórðungi, %",1.1
2020,4. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrra ári, %",6.4
2020,4. ársfjórðungur,Opinberir starfsmenn - alls,Vísitala,284.6
2020,4. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrri ársfjórðungi, %",3
2020,4. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrra ári, %",9.8
2020,4. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,Vísitala,276.4
2020,4. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrri ársfjórðungi, %",2.1
2020,4. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrra ári, %",8.3
2020,4. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitala,293.8
2020,4. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrri ársfjórðungi, %",3.9
2020,4. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrra ári, %",11.4
2020,Meðaltal ársins,Starfsmenn á almennum vinnumarkaði,Vísitala,280.4
2020,Meðaltal ársins,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrra ári, %",6.1
2020,Meðaltal ársins,Opinberir starfsmenn - alls,Vísitala,274.1
2020,Meðaltal ársins,Opinberir starfsmenn - alls,"Breyting frá fyrra ári, %",7
2020,Meðaltal ársins,Opinberir starfsmenn - ríkisstarfsmenn,Vísitala,268.3
2020,Meðaltal ársins,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrra ári, %",6.2
2020,Meðaltal ársins,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitala,280.7
2020,Meðaltal ársins,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrra ári, %",7.9
2021,1. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,Vísitala,295.2
2021,1. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrri ársfjórðungi, %",3.4
2021,1. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrra ári, %",8.6
2021,1. ársfjórðungur,Opinberir starfsmenn - alls,Vísitala,303
2021,1. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrri ársfjórðungi, %",6.5
2021,1. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrra ári, %",15.9
2021,1. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,Vísitala,292.6
2021,1. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrri ársfjórðungi, %",5.9
2021,1. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrra ári, %",13.7
2021,1. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitala,315.3
2021,1. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrri ársfjórðungi, %",7.3
2021,1. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrra ári, %",18.5
2021,2. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,Vísitala,298.1
2021,2. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrri ársfjórðungi, %",1
2021,2. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrra ári, %",5.9
2021,2. ársfjórðungur,Opinberir starfsmenn - alls,Vísitala,307.3
2021,2. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrri ársfjórðungi, %",1.4
2021,2. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrra ári, %",12.1
2021,2. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,Vísitala,296.9
2021,2. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrri ársfjórðungi, %",1.5
2021,2. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrra ári, %",10.5
2021,2. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitala,319.6
2021,2. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrri ársfjórðungi, %",1.4
2021,2. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrra ári, %",14.1
2021,3. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,Vísitala,300.4
2021,3. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrri ársfjórðungi, %",0.8
2021,3. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrra ári, %",6.3
2021,3. ársfjórðungur,Opinberir starfsmenn - alls,Vísitala,308.1
2021,3. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrri ársfjórðungi, %",0.3
2021,3. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrra ári, %",11.5
2021,3. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,Vísitala,297.5
2021,3. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrri ársfjórðungi, %",0.2
2021,3. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrra ári, %",9.9
2021,3. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitala,320.6
2021,3. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrri ársfjórðungi, %",0.3
2021,3. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrra ári, %",13.4
2021,4. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,Vísitala,304
2021,4. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrri ársfjórðungi, %",1.2
2021,4. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrra ári, %",6.4
2021,4. ársfjórðungur,Opinberir starfsmenn - alls,Vísitala,313
2021,4. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrri ársfjórðungi, %",1.6
2021,4. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrra ári, %",10
2021,4. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,Vísitala,302.1
2021,4. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrri ársfjórðungi, %",1.5
2021,4. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrra ári, %",9.3
2021,4. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitala,325.7
2021,4. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrri ársfjórðungi, %",1.6
2021,4. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrra ári, %",10.9
2021,Meðaltal ársins,Starfsmenn á almennum vinnumarkaði,Vísitala,299.4
2021,Meðaltal ársins,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrra ári, %",6.8
2021,Meðaltal ársins,Opinberir starfsmenn - alls,Vísitala,307.8
2021,Meðaltal ársins,Opinberir starfsmenn - alls,"Breyting frá fyrra ári, %",12.3
2021,Meðaltal ársins,Opinberir starfsmenn - ríkisstarfsmenn,Vísitala,297.3
2021,Meðaltal ársins,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrra ári, %",10.8
2021,Meðaltal ársins,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitala,320.3
2021,Meðaltal ársins,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrra ári, %",14.1
2022,1. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,Vísitala,316
2022,1. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrri ársfjórðungi, %",3.9
2022,1. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrra ári, %",7
2022,1. ársfjórðungur,Opinberir starfsmenn - alls,Vísitala,325.7
2022,1. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrri ársfjórðungi, %",4.1
2022,1. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrra ári, %",7.5
2022,1. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,Vísitala,314.4
2022,1. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrri ársfjórðungi, %",4.1
2022,1. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrra ári, %",7.5
2022,1. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitala,338.9
2022,1. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrri ársfjórðungi, %",4.1
2022,1. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrra ári, %",7.5
2022,2. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,Vísitala,322.6
2022,2. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrri ársfjórðungi, %",2.1
2022,2. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrra ári, %",8.2
2022,2. ársfjórðungur,Opinberir starfsmenn - alls,Vísitala,333
2022,2. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrri ársfjórðungi, %",2.2
2022,2. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrra ári, %",8.4
2022,2. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,Vísitala,318.7
2022,2. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrri ársfjórðungi, %",1.4
2022,2. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrra ári, %",7.3
2022,2. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitala,349.9
2022,2. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrri ársfjórðungi, %",3.2
2022,2. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrra ári, %",9.5
2022,3. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,Vísitala,325
2022,3. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrri ársfjórðungi, %",0.7
2022,3. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrra ári, %",8.2
2022,3. ársfjórðungur,Opinberir starfsmenn - alls,Vísitala,331.9
2022,3. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrri ársfjórðungi, %",-0.3
2022,3. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrra ári, %",7.7
2022,3. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,Vísitala,317.7
2022,3. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrri ársfjórðungi, %",-0.3
2022,3. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrra ári, %",6.8
2022,3. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitala,348.6
2022,3. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrri ársfjórðungi, %",-0.4
2022,3. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrra ári, %",8.7
2022,4. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,Vísitala,334
2022,4. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrri ársfjórðungi, %",2.8
2022,4. ársfjórðungur,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrra ári, %",9.9
2022,4. ársfjórðungur,Opinberir starfsmenn - alls,Vísitala,337.6
2022,4. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrri ársfjórðungi, %",1.7
2022,4. ársfjórðungur,Opinberir starfsmenn - alls,"Breyting frá fyrra ári, %",7.9
2022,4. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,Vísitala,323.2
2022,4. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrri ársfjórðungi, %",1.7
2022,4. ársfjórðungur,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrra ári, %",7
2022,4. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitala,354.7
2022,4. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrri ársfjórðungi, %",1.7
2022,4. ársfjórðungur,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrra ári, %",8.9
2022,Meðaltal ársins,Starfsmenn á almennum vinnumarkaði,Vísitala,324.4
2022,Meðaltal ársins,Starfsmenn á almennum vinnumarkaði,"Breyting frá fyrra ári, %",8.3
2022,Meðaltal ársins,Opinberir starfsmenn - alls,Vísitala,332.1
2022,Meðaltal ársins,Opinberir starfsmenn - alls,"Breyting frá fyrra ári, %",7.9
2022,Meðaltal ársins,Opinberir starfsmenn - ríkisstarfsmenn,Vísitala,318.5
2022,Meðaltal ársins,Opinberir starfsmenn - ríkisstarfsmenn,"Breyting frá fyrra ári, %",7.1
2022,Meðaltal ársins,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitala,348
2022,Meðaltal ársins,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Breyting frá fyrra ári, %",8.7
