Mánuður,Vísitala,Liður,gildi
2005M06,Vísitala neysluverðs,"Mánaðarbreyting, %",0.71
2005M06,Vísitala neysluverðs,"Ársbreyting, %",2.8
2005M06,Vísitala neysluverðs án húsnæðis,Vísitala,228.2
2005M06,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.35
2005M06,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",-0.2
2005M07,Vísitala neysluverðs,Vísitala,242.7
2005M07,Vísitala neysluverðs,"Mánaðarbreyting, %",0.12
2005M07,Vísitala neysluverðs,"Ársbreyting, %",3.5
2005M07,Vísitala neysluverðs án húsnæðis,Vísitala,227.9
2005M07,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.13
2005M07,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",0.1
2005M08,Vísitala neysluverðs,Vísitala,243.2
2005M08,Vísitala neysluverðs,"Mánaðarbreyting, %",0.21
2005M08,Vísitala neysluverðs,"Ársbreyting, %",3.7
2005M08,Vísitala neysluverðs án húsnæðis,Vísitala,227.5
2005M08,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.18
2005M08,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",0.1
2005M09,Vísitala neysluverðs,Vísitala,246.9
2005M09,Vísitala neysluverðs,"Mánaðarbreyting, %",1.52
2005M09,Vísitala neysluverðs,"Ársbreyting, %",4.8
2005M09,Vísitala neysluverðs án húsnæðis,Vísitala,231.4
2005M09,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",1.71
2005M09,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",1.4
2005M10,Vísitala neysluverðs,Vísitala,248.4
2005M10,Vísitala neysluverðs,"Mánaðarbreyting, %",0.61
2005M10,Vísitala neysluverðs,"Ársbreyting, %",4.6
2005M10,Vísitala neysluverðs án húsnæðis,Vísitala,232.5
2005M10,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.48
2005M10,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",1.2
2005M11,Vísitala neysluverðs,Vísitala,248
2005M11,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.16
2005M11,Vísitala neysluverðs,"Ársbreyting, %",4.2
2005M11,Vísitala neysluverðs án húsnæðis,Vísitala,231.5
2005M11,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.43
2005M11,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",0.7
2005M12,Vísitala neysluverðs,Vísitala,248.9
2005M12,Vísitala neysluverðs,"Mánaðarbreyting, %",0.36
2005M12,Vísitala neysluverðs,"Ársbreyting, %",4.1
2005M12,Vísitala neysluverðs án húsnæðis,Vísitala,232
2005M12,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.22
2005M12,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",0.7
2006M01,Vísitala neysluverðs,Vísitala,249.7
2006M01,Vísitala neysluverðs,"Mánaðarbreyting, %",0.32
2006M01,Vísitala neysluverðs,"Ársbreyting, %",4.4
2006M01,Vísitala neysluverðs án húsnæðis,Vísitala,231.5
2006M01,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.22
2006M01,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",1
2006M02,Vísitala neysluverðs,Vísitala,249.5
2006M02,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.08
2006M02,Vísitala neysluverðs,"Ársbreyting, %",4.1
2006M02,Vísitala neysluverðs án húsnæðis,Vísitala,230.9
2006M02,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.26
2006M02,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",1
2006M03,Vísitala neysluverðs,Vísitala,252.3
2006M03,Vísitala neysluverðs,"Mánaðarbreyting, %",1.12
2006M03,Vísitala neysluverðs,"Ársbreyting, %",4.5
2006M03,Vísitala neysluverðs án húsnæðis,Vísitala,233.6
2006M03,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",1.17
2006M03,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",1.8
2006M04,Vísitala neysluverðs,Vísitala,255.2
2006M04,Vísitala neysluverðs,"Mánaðarbreyting, %",1.15
2006M04,Vísitala neysluverðs,"Ársbreyting, %",5.5
2006M04,Vísitala neysluverðs án húsnæðis,Vísitala,236.1
2006M04,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",1.07
2006M04,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",3.4
2006M05,Vísitala neysluverðs,Vísitala,258.9
2006M05,Vísitala neysluverðs,"Mánaðarbreyting, %",1.45
2006M05,Vísitala neysluverðs,"Ársbreyting, %",7.6
2006M05,Vísitala neysluverðs án húsnæðis,Vísitala,239.6
2006M05,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",1.48
2006M05,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",5.4
2006M06,Vísitala neysluverðs,Vísitala,261.9
2006M06,Vísitala neysluverðs,"Mánaðarbreyting, %",1.16
2006M06,Vísitala neysluverðs,"Ársbreyting, %",8
2006M06,Vísitala neysluverðs án húsnæðis,Vísitala,242
2006M06,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",1
2006M06,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",6
2006M07,Vísitala neysluverðs,Vísitala,263.1
2006M07,Vísitala neysluverðs,"Mánaðarbreyting, %",0.46
2006M07,Vísitala neysluverðs,"Ársbreyting, %",8.4
2006M07,Vísitala neysluverðs án húsnæðis,Vísitala,243
2006M07,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.41
2006M07,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",6.6
2006M08,Vísitala neysluverðs,Vísitala,264
2006M08,Vísitala neysluverðs,"Mánaðarbreyting, %",0.34
2006M08,Vísitala neysluverðs,"Ársbreyting, %",8.6
2006M08,Vísitala neysluverðs án húsnæðis,Vísitala,243.7
2006M08,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.29
2006M08,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",7.1
2006M09,Vísitala neysluverðs,Vísitala,265.6
2006M09,Vísitala neysluverðs,"Mánaðarbreyting, %",0.61
2006M09,Vísitala neysluverðs,"Ársbreyting, %",7.6
2006M09,Vísitala neysluverðs án húsnæðis,Vísitala,245.2
2006M09,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.62
2006M09,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",6
2006M10,Vísitala neysluverðs,Vísitala,266.2
2006M10,Vísitala neysluverðs,"Mánaðarbreyting, %",0.23
2006M10,Vísitala neysluverðs,"Ársbreyting, %",7.2
2006M10,Vísitala neysluverðs án húsnæðis,Vísitala,245.6
2006M10,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.16
2006M10,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",5.6
2006M11,Vísitala neysluverðs,Vísitala,266.1
2006M11,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.04
2006M11,Vísitala neysluverðs,"Ársbreyting, %",7.3
2006M11,Vísitala neysluverðs án húsnæðis,Vísitala,245
2006M11,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.24
2006M11,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",5.8
2006M12,Vísitala neysluverðs,Vísitala,266.2
2006M12,Vísitala neysluverðs,"Mánaðarbreyting, %",0.04
2006M12,Vísitala neysluverðs,"Ársbreyting, %",7
2006M12,Vísitala neysluverðs án húsnæðis,Vísitala,245
2006M12,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0
2006M12,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",5.6
2007M01,Vísitala neysluverðs,Vísitala,266.9
2007M01,Vísitala neysluverðs,"Mánaðarbreyting, %",0.26
2007M01,Vísitala neysluverðs,"Ársbreyting, %",6.9
2007M01,Vísitala neysluverðs án húsnæðis,Vísitala,245.3
2007M01,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.12
2007M01,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",6
2007M02,Vísitala neysluverðs,Vísitala,268
2007M02,Vísitala neysluverðs,"Mánaðarbreyting, %",0.41
2007M02,Vísitala neysluverðs,"Ársbreyting, %",7.4
2007M02,Vísitala neysluverðs án húsnæðis,Vísitala,245.3
2007M02,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0
2007M02,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",6.2
2007M03,Vísitala neysluverðs,Vísitala,267.1
2007M03,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.34
2007M03,Vísitala neysluverðs,"Ársbreyting, %",5.9
2007M03,Vísitala neysluverðs án húsnæðis,Vísitala,243.2
2007M03,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.86
2007M03,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",4.1
2007M04,Vísitala neysluverðs,Vísitala,268.7
2007M04,Vísitala neysluverðs,"Mánaðarbreyting, %",0.6
2007M04,Vísitala neysluverðs,"Ársbreyting, %",5.3
2007M04,Vísitala neysluverðs án húsnæðis,Vísitala,243.7
2007M04,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.21
2007M04,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",3.2
2007M05,Vísitala neysluverðs,Vísitala,271
2007M05,Vísitala neysluverðs,"Mánaðarbreyting, %",0.86
2007M05,Vísitala neysluverðs,"Ársbreyting, %",4.7
2007M05,Vísitala neysluverðs án húsnæðis,Vísitala,245.7
2007M05,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.82
2007M05,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",2.5
2007M06,Vísitala neysluverðs,Vísitala,272.4
2007M06,Vísitala neysluverðs,"Mánaðarbreyting, %",0.52
2007M06,Vísitala neysluverðs,"Ársbreyting, %",4
2007M06,Vísitala neysluverðs án húsnæðis,Vísitala,246.2
2007M06,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.2
2007M06,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",1.7
2007M07,Vísitala neysluverðs,Vísitala,273
2007M07,Vísitala neysluverðs,"Mánaðarbreyting, %",0.22
2007M07,Vísitala neysluverðs,"Ársbreyting, %",3.8
2007M07,Vísitala neysluverðs án húsnæðis,Vísitala,245.9
2007M07,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.12
2007M07,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",1.2
2007M08,Vísitala neysluverðs,Vísitala,273.1
2007M08,Vísitala neysluverðs,"Mánaðarbreyting, %",0.04
2007M08,Vísitala neysluverðs,"Ársbreyting, %",3.4
2007M08,Vísitala neysluverðs án húsnæðis,Vísitala,245
2007M08,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.37
2007M08,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",0.5
2007M09,Vísitala neysluverðs,Vísitala,276.7
2007M09,Vísitala neysluverðs,"Mánaðarbreyting, %",1.32
2007M09,Vísitala neysluverðs,"Ársbreyting, %",4.2
2007M09,Vísitala neysluverðs án húsnæðis,Vísitala,247.8
2007M09,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",1.14
2007M09,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",1.1
2007M10,Vísitala neysluverðs,Vísitala,278.1
2007M10,Vísitala neysluverðs,"Mánaðarbreyting, %",0.51
2007M10,Vísitala neysluverðs,"Ársbreyting, %",4.5
2007M10,Vísitala neysluverðs án húsnæðis,Vísitala,248.7
2007M10,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.36
2007M10,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",1.3
2007M11,Vísitala neysluverðs,Vísitala,279.9
2007M11,Vísitala neysluverðs,"Mánaðarbreyting, %",0.65
2007M11,Vísitala neysluverðs,"Ársbreyting, %",5.2
2007M11,Vísitala neysluverðs án húsnæðis,Vísitala,249.7
2007M11,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.4
2007M11,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",1.9
2007M12,Vísitala neysluverðs,Vísitala,281.8
2007M12,Vísitala neysluverðs,"Mánaðarbreyting, %",0.68
2007M12,Vísitala neysluverðs,"Ársbreyting, %",5.9
2007M12,Vísitala neysluverðs án húsnæðis,Vísitala,251.4
2007M12,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.68
2007M12,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",2.6
2008M01,Vísitala neysluverðs,Vísitala,282.3
2008M01,Vísitala neysluverðs,"Mánaðarbreyting, %",0.18
2008M01,Vísitala neysluverðs,"Ársbreyting, %",5.8
2008M01,Vísitala neysluverðs án húsnæðis,Vísitala,251
2008M01,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.16
2008M01,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",2.3
2008M02,Vísitala neysluverðs,Vísitala,286.2
2008M02,Vísitala neysluverðs,"Mánaðarbreyting, %",1.38
2008M02,Vísitala neysluverðs,"Ársbreyting, %",6.8
2008M02,Vísitala neysluverðs án húsnæðis,Vísitala,254.9
2008M02,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",1.55
2008M02,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",3.9
2008M03,Vísitala neysluverðs,Vísitala,290.4
2008M03,Vísitala neysluverðs,"Mánaðarbreyting, %",1.47
2008M03,Vísitala neysluverðs,"Ársbreyting, %",8.7
2008M03,Vísitala neysluverðs án húsnæðis,Vísitala,258.7
2008M03,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",1.49
2008M03,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",6.4
2008M04,Vísitala neysluverðs,Vísitala,300.3
2008M04,Vísitala neysluverðs,"Mánaðarbreyting, %",3.41
2008M04,Vísitala neysluverðs,"Ársbreyting, %",11.8
2008M04,Vísitala neysluverðs án húsnæðis,Vísitala,269.6
2008M04,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",4.21
2008M04,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",10.6
2008M05,Vísitala neysluverðs,Vísitala,304.4
2008M05,Vísitala neysluverðs,"Mánaðarbreyting, %",1.37
2008M05,Vísitala neysluverðs,"Ársbreyting, %",12.3
2008M05,Vísitala neysluverðs án húsnæðis,Vísitala,273.6
2008M05,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",1.48
2008M05,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",11.4
2008M06,Vísitala neysluverðs,Vísitala,307.1
2008M06,Vísitala neysluverðs,"Mánaðarbreyting, %",0.89
2008M06,Vísitala neysluverðs,"Ársbreyting, %",12.7
2008M06,Vísitala neysluverðs án húsnæðis,Vísitala,275.9
2008M06,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.84
2008M06,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",12.1
2008M07,Vísitala neysluverðs,Vísitala,310
2008M07,Vísitala neysluverðs,"Mánaðarbreyting, %",0.94
2008M07,Vísitala neysluverðs,"Ársbreyting, %",13.6
2008M07,Vísitala neysluverðs án húsnæðis,Vísitala,278.3
2008M07,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.87
2008M07,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",13.2
2008M08,Vísitala neysluverðs,Vísitala,312.8
2008M08,Vísitala neysluverðs,"Mánaðarbreyting, %",0.9
2008M08,Vísitala neysluverðs,"Ársbreyting, %",14.5
2008M08,Vísitala neysluverðs án húsnæðis,Vísitala,280.8
2008M08,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.9
2008M08,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",14.6
2008M09,Vísitala neysluverðs,Vísitala,315.5
2008M09,Vísitala neysluverðs,"Mánaðarbreyting, %",0.86
2008M09,Vísitala neysluverðs,"Ársbreyting, %",14
2008M09,Vísitala neysluverðs án húsnæðis,Vísitala,284.3
2008M09,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",1.25
2008M09,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",14.7
2008M10,Vísitala neysluverðs,Vísitala,322.3
2008M10,Vísitala neysluverðs,"Mánaðarbreyting, %",2.16
2008M10,Vísitala neysluverðs,"Ársbreyting, %",15.9
2008M10,Vísitala neysluverðs án húsnæðis,Vísitala,292.9
2008M10,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",3.02
2008M10,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",17.8
2008M11,Vísitala neysluverðs,Vísitala,327.9
2008M11,Vísitala neysluverðs,"Mánaðarbreyting, %",1.74
2008M11,Vísitala neysluverðs,"Ársbreyting, %",17.1
2008M11,Vísitala neysluverðs án húsnæðis,Vísitala,298.3
2008M11,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",1.84
2008M11,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",19.5
2008M12,Vísitala neysluverðs,Vísitala,332.9
2008M12,Vísitala neysluverðs,"Mánaðarbreyting, %",1.52
2008M12,Vísitala neysluverðs,"Ársbreyting, %",18.1
2008M12,Vísitala neysluverðs án húsnæðis,Vísitala,303.4
2008M12,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",1.71
2008M12,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",20.7
2009M01,Vísitala neysluverðs,Vísitala,334.8
2009M01,Vísitala neysluverðs,"Mánaðarbreyting, %",0.57
2009M01,Vísitala neysluverðs,"Ársbreyting, %",18.6
2009M01,Vísitala neysluverðs án húsnæðis,Vísitala,304.7
2009M01,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.43
2009M01,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",21.4
2009M02,Vísitala neysluverðs,Vísitala,336.5
2009M02,Vísitala neysluverðs,"Mánaðarbreyting, %",0.51
2009M02,Vísitala neysluverðs,"Ársbreyting, %",17.6
2009M02,Vísitala neysluverðs án húsnæðis,Vísitala,308.5
2009M02,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",1.25
2009M02,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",21
2009M03,Vísitala neysluverðs,Vísitala,334.5
2009M03,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.59
2009M03,Vísitala neysluverðs,"Ársbreyting, %",15.2
2009M03,Vísitala neysluverðs án húsnæðis,Vísitala,309
2009M03,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.16
2009M03,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",19.4
2009M04,Vísitala neysluverðs,Vísitala,336
2009M04,Vísitala neysluverðs,"Mánaðarbreyting, %",0.45
2009M04,Vísitala neysluverðs,"Ársbreyting, %",11.9
2009M04,Vísitala neysluverðs án húsnæðis,Vísitala,311.6
2009M04,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.84
2009M04,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",15.6
2009M05,Vísitala neysluverðs,Vísitala,339.8
2009M05,Vísitala neysluverðs,"Mánaðarbreyting, %",1.13
2009M05,Vísitala neysluverðs,"Ársbreyting, %",11.6
2009M05,Vísitala neysluverðs án húsnæðis,Vísitala,316.1
2009M05,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",1.44
2009M05,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",15.5
2009M06,Vísitala neysluverðs,Vísitala,344.5
2009M06,Vísitala neysluverðs,"Mánaðarbreyting, %",1.38
2009M06,Vísitala neysluverðs,"Ársbreyting, %",12.2
2009M06,Vísitala neysluverðs án húsnæðis,Vísitala,322.1
2009M06,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",1.9
2009M06,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",16.7
2009M07,Vísitala neysluverðs,Vísitala,345.1
2009M07,Vísitala neysluverðs,"Mánaðarbreyting, %",0.17
2009M07,Vísitala neysluverðs,"Ársbreyting, %",11.3
2009M07,Vísitala neysluverðs án húsnæðis,Vísitala,323.9
2009M07,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.56
2009M07,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",16.4
2009M08,Vísitala neysluverðs,Vísitala,346.9
2009M08,Vísitala neysluverðs,"Mánaðarbreyting, %",0.52
2009M08,Vísitala neysluverðs,"Ársbreyting, %",10.9
2009M08,Vísitala neysluverðs án húsnæðis,Vísitala,326.1
2009M08,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.68
2009M08,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",16.1
2009M09,Vísitala neysluverðs,Vísitala,349.6
2009M09,Vísitala neysluverðs,"Mánaðarbreyting, %",0.78
2009M09,Vísitala neysluverðs,"Ársbreyting, %",10.8
2009M09,Vísitala neysluverðs án húsnæðis,Vísitala,328.9
2009M09,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.86
2009M09,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",15.7
2009M10,Vísitala neysluverðs,Vísitala,353.6
2009M10,Vísitala neysluverðs,"Mánaðarbreyting, %",1.14
2009M10,Vísitala neysluverðs,"Ársbreyting, %",9.7
2009M10,Vísitala neysluverðs án húsnæðis,Vísitala,332.5
2009M10,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",1.09
2009M10,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",13.5
2009M11,Vísitala neysluverðs,Vísitala,356.2
2009M11,Vísitala neysluverðs,"Mánaðarbreyting, %",0.74
2009M11,Vísitala neysluverðs,"Ársbreyting, %",8.6
2009M11,Vísitala neysluverðs án húsnæðis,Vísitala,335.7
2009M11,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.96
2009M11,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",12.5
2009M12,Vísitala neysluverðs,Vísitala,357.9
2009M12,Vísitala neysluverðs,"Mánaðarbreyting, %",0.48
2009M12,Vísitala neysluverðs,"Ársbreyting, %",7.5
2009M12,Vísitala neysluverðs án húsnæðis,Vísitala,337.8
2009M12,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.63
2009M12,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",11.3
2010M01,Vísitala neysluverðs,Vísitala,356.8
2010M01,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.31
2010M01,Vísitala neysluverðs,"Ársbreyting, %",6.6
2010M01,Vísitala neysluverðs án húsnæðis,Vísitala,337.9
2010M01,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.03
2010M01,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",10.9
2010M02,Vísitala neysluverðs,Vísitala,360.9
2010M02,Vísitala neysluverðs,"Mánaðarbreyting, %",1.15
2010M02,Vísitala neysluverðs,"Ársbreyting, %",7.3
2010M02,Vísitala neysluverðs án húsnæðis,Vísitala,342.4
2010M02,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",1.33
2010M02,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",11
2010M03,Vísitala neysluverðs,Vísitala,362.9
2010M03,Vísitala neysluverðs,"Mánaðarbreyting, %",0.55
2010M03,Vísitala neysluverðs,"Ársbreyting, %",8.5
2010M03,Vísitala neysluverðs án húsnæðis,Vísitala,346
2010M03,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",1.05
2010M03,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",12
2010M04,Vísitala neysluverðs,Vísitala,363.8
2010M04,Vísitala neysluverðs,"Mánaðarbreyting, %",0.25
2010M04,Vísitala neysluverðs,"Ársbreyting, %",8.3
2010M04,Vísitala neysluverðs án húsnæðis,Vísitala,346.9
2010M04,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.26
2010M04,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",11.3
2010M05,Vísitala neysluverðs,Vísitala,365.3
2010M05,Vísitala neysluverðs,"Mánaðarbreyting, %",0.41
2010M05,Vísitala neysluverðs,"Ársbreyting, %",7.5
2010M05,Vísitala neysluverðs án húsnæðis,Vísitala,347.9
2010M05,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.29
2010M05,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",10.1
2010M06,Vísitala neysluverðs,Vísitala,364.1
2010M06,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.33
2010M06,Vísitala neysluverðs,"Ársbreyting, %",5.7
2010M06,Vísitala neysluverðs án húsnæðis,Vísitala,346.3
2010M06,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.46
2010M06,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",7.5
2010M07,Vísitala neysluverðs,Vísitala,361.7
2010M07,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.66
2010M07,Vísitala neysluverðs,"Ársbreyting, %",4.8
2010M07,Vísitala neysluverðs án húsnæðis,Vísitala,343.6
2010M07,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.78
2010M07,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",6.1
2010M08,Vísitala neysluverðs,Vísitala,362.6
2010M08,Vísitala neysluverðs,"Mánaðarbreyting, %",0.25
2010M08,Vísitala neysluverðs,"Ársbreyting, %",4.5
2010M08,Vísitala neysluverðs án húsnæðis,Vísitala,344.9
2010M08,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.38
2010M08,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",5.8
2010M09,Vísitala neysluverðs,Vísitala,362.6
2010M09,Vísitala neysluverðs,"Mánaðarbreyting, %",0
2010M09,Vísitala neysluverðs,"Ársbreyting, %",3.7
2010M09,Vísitala neysluverðs án húsnæðis,Vísitala,344.9
2010M09,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0
2010M09,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",4.9
2010M10,Vísitala neysluverðs,Vísitala,365.3
2010M10,Vísitala neysluverðs,"Mánaðarbreyting, %",0.74
2010M10,Vísitala neysluverðs,"Ársbreyting, %",3.3
2010M10,Vísitala neysluverðs án húsnæðis,Vísitala,347.7
2010M10,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.81
2010M10,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",4.6
2010M11,Vísitala neysluverðs,Vísitala,365.5
2010M11,Vísitala neysluverðs,"Mánaðarbreyting, %",0.05
2010M11,Vísitala neysluverðs,"Ársbreyting, %",2.6
2010M11,Vísitala neysluverðs án húsnæðis,Vísitala,348
2010M11,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.09
2010M11,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",3.7
2010M12,Vísitala neysluverðs,Vísitala,366.7
2010M12,Vísitala neysluverðs,"Mánaðarbreyting, %",0.33
2010M12,Vísitala neysluverðs,"Ársbreyting, %",2.5
2010M12,Vísitala neysluverðs án húsnæðis,Vísitala,349.5
2010M12,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.43
2010M12,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",3.5
2011M01,Vísitala neysluverðs,Vísitala,363.4
