samningur_id,contract_id,felag_id,felag,atvinnurekandi,markadur,heildarsamtok,samningur_fra,samningur_til,gildir_fra,tegund,prosenta,kronur,a_vid,artal_stada,heimild,skjal,tilvitnun
624,felagislenskraflug_kt6305943659_cf5ff9,51,Félag íslenskra flugumferðarstjóra,"Samtök atvinnulífsins, SA",almennur,Sérfélög,2011-07-01,2014-01-01,2012-02-01,prósenta,3.5,,almenn laun,úr texta,rikissattasemjari,samningur_137.txt,"5.130 214 301.440 160 1884,00 3165 3165 54.852 | 96.461 17.552 470.305 215 304.804 160 — 1905,03 3200 3200 55.464 —97.537 17.748 475.554 216 308.217 160 — 1926,36 3236 3236 56.085 — 98.629 17.947 480.878 220 311.687. 160 — 1948,04 3273 3273 56.716 — 99.740 18.149 486.292 3,5% hækkun frá 1.feb 2012 vaktstjórar launafl. —Grunnlaun —deilitala dagvinna eftirvinna næturvinna Föst yfv. Vakt 32% Vakt yfv"
911,kt_4702695539_6305943659,41,Mjólkurfræðingafélag Íslands,"Samtök atvinnulífsins, SA",almennur,ASÍ,2011-06-01,2014-01-01,2012-02-01,prósenta,3.5,,almenn laun,úr texta,rikissattasemjari,samningur_354.txt,"7,48 2.875,17 Eftir 5 ár 282.035 1.647,72 2.928,93 Eftir 7 ár 287.309 1.682,33 2.990,44 Samningur SA og Mjólkurfræðingafélags Íslands 1.1.2. 1.1.3. 1.1.4. Almenn launahækkun 1. júní 2011: 4,25%. 1. febrúar 2012: 3,5%. 1. febrúar 2013: 3,25%. Aðrir kjaratengdir liðir taka sömu breytingum hlutfallslega á sömu dagsetningum, nema um annað h"
1943,kt_5210693729_6305943659,25,SGS,"Samtök atvinnulífsins, SA",almennur,ASÍ,2011-06-22,2013-02-28,2012-02-01,prósenta,3.5,,almenn laun,úr texta,rikissattasemjari,samningur_1122.txt,"sem því fylgir. Samningur SA og SGS 1.2. Launabreytingar á samningstíma 1.2.1. 1.2.2. 1.2.3. Almenn launahækkun Almenn launahækkun á samningstímabilinu er sem hér segir: 1. júní 2011: 4,25% 1. febrúar 2012: 3,5% 1. febrúar 2013: 3,25% Aðrir kjaratengdir liðir taka sömu breytingum hlutfallslega á sömu dagsetningum, nema um annað"
1286,kt_6505932009_6305943659,26,Samiðnar,"Samtök atvinnulífsins, SA",almennur,ASÍ,2011-06-22,2014-01-31,2012-02-01,prósenta,3.5,,almenn laun,úr texta,rikissattasemjari,samningur_893.txt,"við starfsaldur í starfsgrein frá sveinsprófi. 1.1.2. Launabreytingar á samningstímanum 1.1.2.1. Almenn launahækkun Almenn launahækkun á samningstímabilinu er sem hér segir: 1. júní 2011: 4,25% 1. febrúar 2012: 3,5% 1. febrúar 2013: 3,25% Aðrir kjaratengdir liðir taka sömu breytingum hlutfallslega á sömu dagsetningum, nema um annað"
103,kt_6505932009_6405024520,26,Samiðnar,Meistarasamband byggingamanna,opinber,ASÍ,2011-06-01,2013-02-01,2012-02-29,krónutala,,18000,kauptaxtar,ályktað,rikissattasemjari,Meistarasamband.txt,"l símenntagjald af öllum launamönnum sem falla undir samning þennan til IÐUNNAR, fræðsluseturs. Gjaldið nemur 0,4% af heildarlaunum starfsmanna. Greiðsla félagsmanna í Meistarasambandi byggingamanna af sjálfum sér skal þó ekki vera hærra en kr. 18.000 á ársgrundvelli miðað við launataxta 29. febr 2008. Hámarkið tekur sömu hækkun og launataxtar. Félagsmenn í MB sem sökum aldurs eða veikinda greiða "
1238,felagflugmalastarf_kt5502930179_61b1d1,,Félag flugmálastarfsmanna,"Ríkissjóður, SNR",opinber,,2011-05-01,2014-03-01,2012-03-01,prósenta eða krónutala,3.5,11000,launatafla,úr texta,rikissattasemjari,samningur_824.txt,"5 | 650.445 | 659.884 055 631.982 | 641.145 | 650.445 | 659.884 | 669.464 | 679.189 056 650.445 | 659.884 | 669.464 | 679.189 | 689.059 | 699.078 090 135.725 095 144.208 Launatafla sem tekur gildi 1. mars 2012 3,50% hækkun eða 11.000 kr. að lágmarki 1 2 3 4 5 6 001 180.656 | 182.416 | 184.203 | 186.017 | 187.858 | 189.726 002 184.203 | 186.017 | 187.858 | 189.726 | 191.622 | 193.547 003 187.858 | "
2051,kt_6801042550_4012070680,27,Félag skipstjórnarmanna,Faxaflóahafnir sf.,opinber,Sérfélög,2011-05-01,2014-03-31,2012-03-01,prósenta með krónutölulágmarki,3.3,11000,launatafla,úr texta,rikissattasemjari,samningur_774.txt,"arlaun starfsmanns sem gegnir fullu starfi, skulu greidd skv. meðfylgjandi launatöflum í fylgiskjali sem taka eftirfarandi breytingum á samningstímanum: 1. júní 2011 kr. 12.000,- þó að lágmarki 4,6% 1.mars 2012 kr. 11.000,- þó að lágmarki 3,3% 1.mars 2013 kr. 11.000,- þó að lágmarki 3,5% Lágmarkslaun skulu vera sem hér segir: Frá 1. júní 2011 kr. 182.000 Frá 1"
791,kt_5204690519_6305943659,34,Félag skipstjórnarmanna,"Ríkissjóður, SNR",almennur,BHM,2011-05-01,2014-03-31,2012-03-01,krónutala,,5250,óskilgreint,úr texta,rikissattasemjari,samningur_791.txt,"g KI og samninganefndar ríkisins, Reykjavíkurborgar og Launanefndar sveitarfélaga, frá 23. janúar 1997 um ákveðna þætti er varða skipulag vinnutíma. Greiðsla fyrir vinnu á stórhátíðum Fyrir hvern unninn stórhátíðardag skv. gr. 2.13.3, fær vélstjóri sérstaka greiðslu sem nemur kr. 5.250 (1. mars 2012) og taki sömu breytingum og almennt grunnkaup. Sama greiðsla kemur fyrir sjómannadaginn ef skip er "
1091,kt_6410900529_5502930179,68,Kjölur,"Ríkissjóður, SNR",opinber,BSRB,2011-05-01,2014-03-01,2012-03-01,prósenta eða krónutala,3.5,11000,launatafla,úr texta,rikissattasemjari,samningur_61.txt,"515.251 | 525. 502 | 495.277 | 506.052 | 516.828 | 527.603 | | N ró Hkr AT 52 452.176 | 462.951 | 473.727 | 484.502 Þr af A Á Fylgiskjal. Launatafla Kjalar bls. 1af3 Launatafla sem tekur gildi 1. mars 2012 3,5% hækkun eða 11.000 kr. að lágmarki ( 12 EN 1 | 8 01 | 180.656 | -183.590 | 186.524 | 189.458 | 192.392 | 195.326 | 198.259 | 201.193 | 204.127 02 | 183.590 | 186.597 | 189.605 | 192.612 | 19"
1938,kt_5405740149_5502930179,11,Landssamband lögreglumanna,"Ríkissjóður, SNR",opinber,BSRB,2011-05-01,2014-03-31,2012-03-01,prósenta,3.5,,launatafla,úr texta,rikissattasemjari,samningur_665.txt,"6 | 672.137 | 686.289 | 700.441 30 | 615.531 | 630.389 | 645.249 Í 660.108 | 674.968 | 689.826 | 704.686 | 719.545 | 734.404 Fylgiskjal 1 með kjarasamningi LL bls. 1 af3 Launatafla sem tekur gildi 1. mars 2012 3,50% hækkun að viðbættum 0,50% en tryggt að engin hækki minna en 11 þúsund. () 1 2 3 {Ís 5 6 17 | 01 | 201.813 | 205.276 | 208.739 | 212.201 | 215.664 | 218.177 | 220.640 | 223.153 | 224.71"
986,felagskipstjornarm_kt4202690649_2b1132,3,Sameyki,Samtök fyrirtækja í velferðarþjónustu,almennur,BSRB,2011-05-01,2014-03-01,2012-03-01,prósenta eða krónutala,3.5,11000,launatafla,úr texta,rikissattasemjari,samningur_465.txt,". 6/9.189 532.043 547.485 563.393 5/9.782 596.66/ 614.062 631.982 650.445 669.464 689.059 539./06 555.379 5/1.527 588.162 605.299 622.955 641.145 659.884 679.189 699.078 Launatafla sem tekur gildi 1. mars 2012 3,50% hækkun eða 11.000 kr. að lágmarki 1 2 3 4 5 6 I > Þ | WWW /W | W|W WWW TINNI A =) 180.656 184.203 187.858 191.622 195.501 199.497 203.614 207.855 212.224 215.775 219.412 223.239 226.26"
979,kt_4404721099_4909053630,3,Sameyki,"Ríkissjóður, SNR",opinber,BSRB,2011-05-01,2014-03-01,2012-03-01,prósenta eða krónutala,3.5,11000,launatafla,úr texta,rikissattasemjari,samningur_445.txt,".145 | 650.445 | 659.884 | 669.464 | 679.189 ; I 056 | 650.445 | 659.884 | 669.464 679.189 | (689.059 | 699.078 | MN La(o90 | 135.725 | - 1095 | 144.208 I hlc 1af 2 O Launatafla sem tekur gildi 1. mars 2012 3,50% hækkun eða 11.000 kr. að lágmarki 1 | 2 3 a 5. 86 001 180.656 | 182.416 | 184.203 ' 186.017 | 187.858 | 189.726 002 | 184.203 | 189.726 ' 191.622 | 193.547 003 | 187.4 004 | 191.622 | 193"
2611,kt_4404721099_6804750169,3,Starfsmannafélag Reykjavíkurborgar,Faxaflóahafnir sf.,opinber,BSRB,2011-05-01,2014-03-31,2012-03-01,prósenta,3.5,,launatafla,úr texta,rikissattasemjari,samningur_619.txt,"arlaun starfsmanns sem gegnir fullu starfi, skulu greidd skv. meðfylgjandi launatöflum í fylgiskjali X sem taka eftirfarandi breytingum á samningstímanum: 1.júní 2011 kr.12.000,, þó að lágmarki 4,6% 1.mars 2012 kr.11.000,- þó að lágmarki 3,5% 1.mars 2013 kr. 11.000,- þó að lágmarki 3,5% Lágmarkslaun skulu vera sem hér segir: Frá 1. júní 2011 kr. 182.000 Frá 1"
68,kt_5904693679_4012070680,30,VM,Faxaflóahafnir sf.,opinber,ASÍ,2015-05-01,2019-03-31,2012-03-01,prósenta með krónutölulágmarki,3.5,11000,launatafla,grunsamlegt,rikissattasemjari,Faxafloahafnir.txt,"aðarlaun starfsmanns sem gegnir fullu starfi, skulu greidd skv. meðfylgjandi launatöflum í fylgiskjali sem taka eftirfarandi breytingum á samningstímanum: 1.Júní 2011 kr.12.000,- þó að lágmarki 4,6% 1.mars 2012 kr. 11.000,- þó að lágmarki 3,5% 1.mars 2013 kr. 11.000,- þó að lágmarki 3,5% Lágmarkslaun skulu vera sem hér segir: Frá 1. júní 2011 kr. 182.000 Frá 1"
2030,kt_5301694139_5007092210,18,Félag íslenskra flugumferðarstjóra,Isavia ohf.,almennur,BHM,2011-06-01,2015-04-01,2012-04-01,prósenta,3.5,,almenn laun,úr texta,rikissattasemjari,samningur_218.txt,"saldursþrep þeirra í nýrri töflu er hærra en laun þeirra. Flugumferðarstjórar sem færast ekki inn í töflu þann 1. júní 2011 fá 4.25% launahækkun á grunnlaun sín. Þeir sem færast ekki inn í töflu þann 1. apríl 2012 fá 3,5% hækkun á grunnlaun sín og þeir sem færast ekki í töflu þann 1. apríl 2013 fá 3,25% hækkun á grunnlaun sín. Allir flugumferðarstjórar raðast í síðasta lagi inn í töflu í apríl 201"
585,rsi_sveitarfelagi_ar_209b37,13,RSÍ,Sveitarfélagið Árborg,,ASÍ,2014-08-01,2015-04-01,2012-04-01,prósenta,4.1,,launatafla,grunsamlegt,rikissattasemjari,samningur_117.txt,"ssum felast og fellur þá úr gildi án sérstakrar uppsagnar. 2. gr. Launahækkanir Launahækkanir á samingstímanum: 1. apríl 2012 hækki síðast gildandi launatafla um $,8% 1. sept 2012 um 4,5% 1. mars2013 um 4,1% I. mars 2014 um 2,7% Þann 1. apríl 2012 hækka allir starfsmenn um tvo launaflokka. Þann 1. júlí 2013 hækka allir starfsmenn um tvo launaflokka. 3gr. Eingreiðs"
1957,kt_6808934449_4609692329,98,BHM,RARIK ohf.,almennur,BHM,2011-01-01,2014-01-31,2012-05-15,prósenta,2.5,,óskilgreint,úr texta,rikissattasemjari,samningur_712.txt,"2.4 í fylgiskjali 2 skal lokið eigi síðar en 15. maí 2012 og starfsmönnum verður tilkynnt um niðurstöðu matsins. Greitt skal skv. niðurstöðu mats frá 1. janúar 2012. Verði matið ekki framkvæmt fyrir 15. maí 2012 hækka allir um 2,5% frá 1. janúar 2012. Samningsaðilum er ljóst að meðaltals launabreyting á grundvelli matsins getur orðið minni. Bókun 8 um u"
585,rsi_sveitarfelagi_ar_209b37,13,RSÍ,Sveitarfélagið Árborg,,ASÍ,2014-08-01,2015-04-01,2012-09-01,prósenta,4.5,,launatafla,grunsamlegt,rikissattasemjari,samningur_117.txt,"og fyrirvörum sem í samningi þessum felast og fellur þá úr gildi án sérstakrar uppsagnar. 2. gr. Launahækkanir Launahækkanir á samingstímanum: 1. apríl 2012 hækki síðast gildandi launatafla um $,8% 1. sept 2012 um 4,5% 1. mars2013 um 4,1% I. mars 2014 um 2,7% Þann 1. apríl 2012 hækka allir starfsmenn um tvo launaflokka. Þann 1. júlí 201"
2060,kt_5301694329_4311080160,40,Flugfreyjufélag Íslands,Flugfélag Íslands ehf.,almennur,ASÍ,2011-10-01,2014-01-31,2013-02-01,prósenta,3.25,,kauptaxtar,úr texta,rikissattasemjari,samningur_256.txt,"þá úr gildi án sérstakrar uppsagnar. Samningur þessi gildir frá 1. október 2011. 2. Laun Grein 041, 3. mgr. orðist svo: Öll laun og launataxtar hækka um: 4,25% 1. október 2011 3,50% 1. febrúar 2012 3,25% 1. febrúar 2013 Ný 4. mgr. orðist svo: Vegna vinnu utan vakttíma svo sem endurnýjunar, kynningarfunda vegna þjónustumála og fl. greið"
65,felagiðnogtæknigre_kt6406750209_6079d8,28,Félag iðn- og tæknigreina,Elkem Ísland ehf.,almennur,ASÍ,2011-01-01,2014-12-31,2013-02-01,prósenta,3.0,,launatafla,úr texta,rikissattasemjari,ELKEM.txt,"nám 233.735 Skrifstofumenn II 191.095 Skrifstofumenn |. 205.593 Fulltrúar á skrifstofu. 218.843 Ofangreind launatafla tekur mið af niðurfellingu FSM bónus. Hinn |. febrúar 2012 hækka laun um 3,3% og 1. febrúar 2013 um 3,0%. 3:ípr Ný grein 2.19 orðist svo: 2.19.1. Eftir eins árs starf eiga starfsmenn rétt á að sækja fagtengd námskeið fræðslustofnana samtaka atvinnurekenda og launamanna. Við það er "
823,felagtæknifolkshja_kt4909053630_7a0fcd,,Félag tæknifólks hjá Landsvirkjun,Landsnet hf.,opinber,,2011-06-01,2014-01-31,2013-02-01,prósenta,3.25,,launatafla,úr texta,rikissattasemjari,samningur_231.txt,"að með fjölda almanaks- daga annarra en laugardaga og sunnudaga frá upphafi eða til loka starfstíma. 1:1:3 Launatafla skv. gr. 1.1.1 skal hækka sem hér segir: 1. júní 2011 4,25% 1. febrúar 2012 3,5% 1. febrúar 2013 3,25% Aðrir kjaratengdir liðir taka sömu breytingum hlutfallslega á sömu dagsetning- um, nema annað sé sérstaklega tilgreint í samningnum. 12 Launaþrep 12. Í ramma A eru 6 launaþrep og "
624,felagislenskraflug_kt6305943659_cf5ff9,51,Félag íslenskra flugumferðarstjóra,"Samtök atvinnulífsins, SA",almennur,Sérfélög,2011-07-01,2014-01-01,2013-02-01,prósenta,3.25,,almenn laun,úr texta,rikissattasemjari,samningur_137.txt,"86.393 114 380.114 160 — 2375,71 3991 3991 69.167 121.637 22.134 593.052 115 384.447 160 — 2402,80 4037 4037 69.956 123.023 22.386 599.812 116 388.841 160 — 2430,25 4083 4083 70.755 124.429 22.642 606.667 120 393.307 160 — 2458,17 4130 4130 71.568 125.858 22.902 613.635 3,25% hækkun frá 1.feb 2013 Jumsjónarmenn launafi. —Grunnlaun deilitala dagvinna eftirvinna næturvinna Föst yfv. Vakt 32% Vakt yf"
911,kt_4702695539_6305943659,41,Mjólkurfræðingafélag Íslands,"Samtök atvinnulífsins, SA",almennur,ASÍ,2011-06-01,2014-01-01,2013-02-01,prósenta,3.25,,almenn laun,úr texta,rikissattasemjari,samningur_354.txt,"r 282.035 1.647,72 2.928,93 Eftir 7 ár 287.309 1.682,33 2.990,44 Samningur SA og Mjólkurfræðingafélags Íslands 1.1.2. 1.1.3. 1.1.4. Almenn launahækkun 1. júní 2011: 4,25%. 1. febrúar 2012: 3,5%. 1. febrúar 2013: 3,25%. Aðrir kjaratengdir liðir taka sömu breytingum hlutfallslega á sömu dagsetningum, nema um annað hafi samist. Sjá einnig aðfararsamning frá 5. maí 2011, bls. 48. Mat á starfsaldri Kau"
1943,kt_5210693729_6305943659,25,SGS,"Samtök atvinnulífsins, SA",almennur,ASÍ,2011-06-22,2013-02-28,2013-02-01,prósenta,3.25,,kauptaxtar,úr texta,rikissattasemjari,samningur_1122.txt,"gur SA og SGS 1.2. Launabreytingar á samningstíma 1.2.1. 1.2.2. 1.2.3. Almenn launahækkun Almenn launahækkun á samningstímabilinu er sem hér segir: 1. júní 2011: 4,25% 1. febrúar 2012: 3,5% 1. febrúar 2013: 3,25% Aðrir kjaratengdir liðir taka sömu breytingum hlutfallslega á sömu dagsetningum, nema um annað hafi samist. Sérstök hækkun kauptaxta kjarasamnings Kauptaxtar kjarasamningsins taka sérstak"
1238,felagflugmalastarf_kt5502930179_61b1d1,,Félag flugmálastarfsmanna,"Ríkissjóður, SNR",opinber,,2011-05-01,2014-03-01,2013-03-01,prósenta eða krónutala,3.25,11000,launatafla,úr texta,rikissattasemjari,samningur_824.txt,"5 | 673.211 | 682.980 055 654.101 | 663.585 | 673.211 | 682.980 | 692.895 | 702.961 056 673.211 | 682.980 | 692.895 | 702.961 | 713.176 | 723.546 090 144.525 095 153.558 Launatafla sem tekur gildi 1. mars 2013 3,25% hækkun eða 11.000 kr. að lágmarki 1 2 3 4 5 6 001 002 003 004 005 006 007 008 009 010 011 012 013 014 015 016 017 018 019 020 021 022 023 024 025 026 027 028 029 030 031 032 033 034 03"
1091,kt_6410900529_5502930179,68,Kjölur,"Ríkissjóður, SNR",opinber,BSRB,2011-05-01,2014-03-01,2013-03-01,prósenta eða krónutala,3.25,11000,launatafla,úr texta,rikissattasemjari,samningur_61.txt,"5 | 533.285 | 544.166 52 —| 468.002 | 479.154 | 490.307 | 501.460 | 512,612 | 523.764 | 534.917 | 546.069 | 557721 4 Fylgiskjall. Launatafla Kjalar ge bls. 2 af 3 |ð) Launatafla sem tekur gildi 1. mars 2013 3.25% hækkun eða 11.000 kr. að lágmarki 0 1 2 3 | 4 5 6 | 7 Í 8 191.656 | 194.590 | 197.524 | 200.458 | 203.392 | 206.326 | 209.259 | 212.193 | 215.127 | 194.590 | 197.597 | 200.605 | 203.612 |"
1938,kt_5405740149_5502930179,11,Landssamband lögreglumanna,"Ríkissjóður, SNR",opinber,BSRB,2011-05-01,2014-03-31,2013-03-01,prósenta,3.25,,launatafla,úr texta,rikissattasemjari,samningur_665.txt,"| 695.662 | 710.309 | 724.956 30 | 637.075 | 652.453 | 667.833 | 683.212 | 698.592 | 713.970 | 729.350 | 744.729 | 760.108 Fylgiskjal 1 með kjarasamningi LL bls. 2 af 3 Launatafla sem tekur gildi 1. mars 2013 3,25% hækkun eða 11 þúsund að lágmarki () 1 2 3! 4 5 6 7 8 01 | 212.813 | 216.276 | 219.739 | 223.201 | 226.664 | 229.177 | 231.640 | 234.153 | 235.716 02 | 219.739 | 223.375 | 227.011 | 229."
585,rsi_sveitarfelagi_ar_209b37,13,RSÍ,Sveitarfélagið Árborg,,ASÍ,2014-08-01,2015-04-01,2013-03-01,prósenta,4.1,,launatafla,grunsamlegt,rikissattasemjari,samningur_117.txt,"samningi þessum felast og fellur þá úr gildi án sérstakrar uppsagnar. 2. gr. Launahækkanir Launahækkanir á samingstímanum: 1. apríl 2012 hækki síðast gildandi launatafla um $,8% 1. sept 2012 um 4,5% 1. mars2013 um 4,1% I. mars 2014 um 2,7% Þann 1. apríl 2012 hækka allir starfsmenn um tvo launaflokka. Þann 1. júlí 2013 hækka allir starfsmenn um tvo launaflokka. 3"
986,felagskipstjornarm_kt4202690649_2b1132,3,Sameyki,Samtök fyrirtækja í velferðarþjónustu,almennur,BSRB,2011-05-01,2014-03-01,2013-03-01,prósenta eða krónutala,3.25,11000,launatafla,úr texta,rikissattasemjari,samningur_465.txt,"74 617.550 635.554 654.101 673.211 692.895 113.176 484.354 498.332 512./32 527.566 542.850 558.596 5/4.817 591.530 608.748 626.484 644.758 663.585 682.980 702.961 123.546 Launatafla sem tekur gildi 1. mars 2013 3,25% hækkun eða 11.000 kr. að lágmarki 1 2 3 4 5 6 I w|wlw|w|lw/wlNM/ (MN /NMN/N/NMN/N/MiN/ MN /NMlE || || | ES SAR AK) w o 191.656 195.203 198.858 202.622 206.501 210.497 214.614 218.855 "
979,kt_4404721099_4909053630,3,Sameyki,"Ríkissjóður, SNR",opinber,BSRB,2011-05-01,2014-03-01,2013-03-01,prósenta eða krónutala,3.25,11000,launatafla,úr texta,rikissattasemjari,samningur_445.txt,"2 | 5/ | 542,850 | 550. 055 | 654.101 | 663.585 | ""673. 21! ""682.980. 056 | 673.211 | 682. „895 | 702.961 | 090 | 144.525) 095 | 153.558 | í ; ii | V | bls. 2af3 (ð) Launatafla sem tekur gildi 1. mars 2013 3,25% hækkun eða 11.000 kr. að lágmarki 1 2 i 3 4 } 5 i 001 191.656 | 193.416 í 195.203 | 197.017 ! 198.858 | 002 | 195.203 | 19 197.017 | 198.858 | 200.726 | 202.622 | 204.547 j 003 204.547 | 2"
1912,kt_5610693489_5502930179_garðabaer,71,Starfsmannafélag Garðabæjar,"Ríkissjóður, SNR",opinber,BSRB,2011-05-01,2014-03-31,2013-03-01,prósenta eða krónutala,3.25,11000,launatafla,úr texta,rikissattasemjari,samningur_483.txt,".332 044 477.520 | 484.354 | 491.291 | 498.332 | 505.477 | 512.732 045 491.291 | 498.332 | 505.477 | 512.732 | 520.094 | 527.566 Stmf. Garðabæjar Fylgiskjal, bls. 2 af 3 Launatafla sem tekur gildi 1. mars 2013 3,25% hækkun eða 11.000 kr. að lágmarki 1 2 3 4 5 6 001 191.656 | 193.416 | 195.203 | 197.017 {| 198.858 | 200.726 002 195.203 | 197.017 | 198.858 | 200.726 | 202.622 | 204.547 003 198.858 |"
1041,kt_4512752249_5502930179,80,Starfsmannafélag Kópavogs,"Ríkissjóður, SNR",opinber,BSRB,2011-05-01,2014-03-01,2013-03-01,prósenta eða krónutala,3.25,11000,launatafla,úr texta,rikissattasemjari,samningur_54.txt,"98.332 044 477.520 | 484.354 | 491.291 | 498.332 | 505.477 | 512.732 045 491.291 | 498.332 | 505.477 | 512.732 | 520.094 | 527.566 Stmf. Kópavogs Fylgiskjal, bls. 2 af 3 Launatafla sem tekur gildi 1. mars 2013 3,25% hækkun eða 11.000 kr. að lágmarki 1 2 3 4 5 6 001 191.656 | 193.416 | 195.203 | 197.017 {| 198.858 | 200.726 002 195.203 | 197.017 | 198.858 | 200.726 | 202.622 | 204.547 003 198.858 |"
2030,kt_5301694139_5007092210,18,Félag íslenskra flugumferðarstjóra,Isavia ohf.,almennur,BHM,2011-06-01,2015-04-01,2013-04-01,prósenta,3.25,,almenn laun,úr texta,rikissattasemjari,samningur_218.txt,"færast ekki inn í töflu þann 1. júní 2011 fá 4.25% launahækkun á grunnlaun sín. Þeir sem færast ekki inn í töflu þann 1. apríl 2012 fá 3,5% hækkun á grunnlaun sín og þeir sem færast ekki í töflu þann 1. apríl 2013 fá 3,25% hækkun á grunnlaun sín. Allir flugumferðarstjórar raðast í síðasta lagi inn í töflu í apríl 2014. Starfsaldur| 1.6.2011 1.4.2012 | 1.4.2013 1.4.2014 | 1.4.2015 0 - {366.293 | 37"
41,kt_4901690199_5110932019,16,VR,"Samtök atvinnulífsins, SA",almennur,ASÍ,2019-04-01,2022-11-01,2013-12-21,krónutala,,17300,almenn laun,grunsamlegt,rikissattasemjari,samningur_1117.txt,"bóta sem greiddar eru út jafnóðum með mánaðarlaunum Með sáttatillögu ríkissáttasemjara hækka orlofs- og desemberuppbætur um 30.000 kr umfrarn þá 2,8% hækkun sem gert er ráð fyrir í kjarasamningi frá 21. desember 2013. á verslunarrnönnura hækkar otlofsuppboi um 17.300 kr og dasemberupptót um 12.700 kr. Þar sem samið hefur verið um að oiofs- og desemberuppbætur séu Innifaldar Í mánaðarlaunum þá eru "
1743,samiðnar_felag_pipulagnin_cbb5a9,26,Samiðnar,Félag pípulagningameistara,,ASÍ,2014-01-01,2014-12-31,2014-01-01,prósenta með krónutölulágmarki,2.8,8000,kauptaxtar,úr texta,rikissattasemjari,c89bb198fd1eb87d7e847c096084b04e.txt,"Framlenging gildandi kjarasamninga Kjarasamningur aðila framlengist óbreyttur til 31. desember 2014, að því frátöldu að kaupliðir breytast sem hér segir: Kaupliðir Almenn launahækkun Hinn 1. janúar 2014 skulu laun og kauptaxtar hækka um 2,8%, þó að lágmarki kr. 8.000 á mánuði fyrir dagvinnu miðað við fullt starf. Aðrir kjaratengdir liðir hækka um 2,8% á sama tíma. Sérstök hækkun kauptaxta, 230.000"
1732,kt_6505932009_6806992919,26,Samiðnar,Samband garðyrkjubænda,almennur,ASÍ,2014-01-01,2014-12-31,2014-01-01,prósenta með krónutölulágmarki,2.8,8000,kauptaxtar,úr texta,rikissattasemjari,a1565e97a5b2f48fb465936d0d19908e.txt,"1 af 11 Framlenging gildandi kjarasamninga Kjarasamningur aðila framlengist óbreyttur til 31. desember 2014, að því frátöldu að kauplidir breytast sem hér segir: Kauplidir Almenn launaheekkun Hinn 1. janúar 2014 skulu laun og kauptaxtar hækka um 2,8%, þó að lágmarki kr. 8.000 á mánuði fyrir dagvinnu miðað við fullt starf. Aðrir kjaratengdir liðir hækka um 2,8% á sama tíma. Sérstök hækkun kauptaxta"
1269,rsi_advania_island_e_339ea6,20,RSÍ,Advania Ísland ehf.,,BHM,2015-02-01,2019-01-01,2014-02-01,prósenta,2.8,,almenn laun,úr texta,rikissattasemjari,samningur_872.txt,"v/ NRTF Grindavík 1. gr. Kjarasamningur þessi felur í sér breytingar og viðbætur við aðalkjarasamning RSÍ og Advania hf. 2. gr. Launabreytingar á samningstímanum Launabreytingar 1. Feb 2014 Þann 1. feb 2014 hækka laun um 2,8% að frádregnum 2,5% sem þegar eru komnar til framkvæmda Launabreytingar 1. mars 2015 Þann 1. mars 2015 hækka laun og launatengdir liðir um 6,1%. Launabreytingar 1.nóv 2015 Þan"
2122,kt_4404721099_4502693009_landsnet,13,RSÍ,Landsnet hf.,almennur,ASÍ,2014-02-01,2015-02-28,2014-02-01,prósenta með krónutölulágmarki,2.8,8000,kauptaxtar,úr texta,rikissattasemjari,samningur_917.txt,"nds Íslands og Samtaka atvinnulífsins vegna Landsnets hf. Kjarasamningur Rafiðnaðarsambands Íslands og Samtaka atvinnulífsins vegna Landsnets hf. framlengist með svofelldum breytingum: 1. gr. Hinn 1. febrúar 2014 skulu laun og launataxtar hækka um 2,8%, þó að lágmarki kr. 8.000 á mánuði fyrir dagvinnu miðað við fullt starf. Launataxtar undir kr. 230.000 hækka aukalega um kr. 2,750. Í stað launabre"
2117,kt_4404721099_5012002790,13,RSÍ,Orkuveita Reykjavíkur,opinber,ASÍ,2014-02-01,2015-02-28,2014-02-01,prósenta,2.8,,kauptaxtar,úr texta,rikissattasemjari,samningur_1036.txt,"til langs tíma. 1. Framlenging gildandi kjarasamnings Samningsaðilar eru sammála um að kjarasamningur aðila framlengist til 30. apríl 2015 með eftirfarandi breytingum: a. Almenn launahækkun Hinn 1. febrúar 2014 skulu laun og launataxtar skv. grein 1.1.1. í kjarasamningi aðila hækka um 2,8%, þó að lágmarki kr. 8.000 á mánuði fyrir dagvinnu miðað við fullt starf. b. Launataxtar í kjarasamningi hækka"
1491,rsi_advania_island_e_339ea6,13,RSÍ,Advania Ísland ehf.,,ASÍ,2014-02-01,2018-12-31,2014-02-01,prósenta,2.8,,almenn laun,úr texta,rikissattasemjari,rsi_advania_2019.txt,"v/ NRTF Grindavík 1. gr. Kjarasamningur þessi felur í sér breytingar og viðbætur við aðalkjarasamning RSÍ og Advania hf. 2. gr. Launabreytingar á samningstimanum Launabreytingar 1. Feb 2014 Þann 1. feb 2014 hækka laun um 2,8% að frádregnum 2,5% sem þegar eru komnar til framkvæmda Launabreytingar 1. mars 2015 Þann 1. mars 2015 hækka laun og launatengdir liðir um 6,1%. Launabreytingar 1.nóv 2015 Þan"
